,eruption_time_epoch,duration_seconds,time_to_next_eruption,datetime,time_since_last_eruption,Orig. Weather Idx,Temp,RH,Wind Speed,Wind Direction,Peak Wind Gust,Atm Press,Precip,Daily Precip Cumsum,Daily Wind Speed Cumsum
0,1397795823,,9660.0,2014-04-18 04:37:03+00:00,9240.0,3,33.0,95.0,0.0,M,m,757.2,0.03,0.03,6.0
1,1397805483,,9480.0,2014-04-18 07:18:03+00:00,9660.0,6,32.0,100.0,0.0,M,m,756.7,0.13,0.28,6.0
2,1397855463,,9060.0,2014-04-18 21:11:03+00:00,10260.0,20,31.0,68.0,0.0,M,m,760.2,0.0,0.7500000000000001,88.0
3,1397864523,,10200.0,2014-04-18 23:42:03+00:00,9060.0,22,27.0,88.0,0.0,M,m,760.4,0.0,0.7500000000000001,88.0
4,1397874723,,9960.0,2014-04-19 02:32:03+00:00,10200.0,25,22.0,88.0,0.0,M,m,760.4,0.0,0.0,3.0
5,1397884683,,10140.0,2014-04-19 05:18:03+00:00,9960.0,28,18.0,88.0,0.0,M,m,760.7,0.0,0.0,3.0
6,1397894823,,9840.0,2014-04-19 08:07:03+00:00,10140.0,31,28.0,62.0,0.0,M,m,761.8,0.0,0.0,6.0
7,1397904663,,9477.0,2014-04-19 10:51:03+00:00,9840.0,33,41.0,28.0,3.0,M,m,761.5,0.0,0.0,12.0
8,1397970843,,9540.0,2014-04-20 05:14:03+00:00,9480.0,52,24.0,87.0,0.0,M,m,762.0,0.0,0.0,6.0
9,1397980383,,9840.0,2014-04-20 07:53:03+00:00,9540.0,54,35.0,66.0,3.0,M,m,763.1,0.0,0.0,12.0
10,1398050043,,9120.0,2014-04-21 03:14:03+00:00,9600.0,74,22.0,84.0,0.0,M,m,768.2,0.0,0.0,0.0
11,1398059163,,9780.0,2014-04-21 05:46:03+00:00,9120.0,76,20.0,88.0,0.0,M,m,768.2,0.0,0.0,0.0
12,1398068943,,9720.0,2014-04-21 08:29:03+00:00,9780.0,79,31.0,63.0,3.0,110,m,768.2,0.0,0.0,3.0
13,1398078663,,9840.0,2014-04-21 11:11:03+00:00,9720.0,82,40.0,39.0,3.0,M,m,767.4,0.0,0.0,11.0
14,1398143643,,9480.0,2014-04-22 05:14:03+00:00,8880.0,100,32.0,100.0,0.0,M,m,760.2,0.07,0.21,5.0
15,1398223623,,8640.0,2014-04-23 03:27:03+00:00,8520.0,122,27.0,81.0,9.0,260,18,750.3,0.0,0.0,22.0
16,1398232263,,9000.0,2014-04-23 05:51:03+00:00,8640.0,124,25.0,87.0,6.0,M,m,750.5,0.0,0.0,36.0
17,1398241263,,10140.0,2014-04-23 08:21:03+00:00,9000.0,127,24.0,77.0,10.0,270,23,753.7,0.01,0.04,57.0
18,1398251403,,9600.0,2014-04-23 11:10:03+00:00,10140.0,130,29.0,55.0,13.0,270,20,754.5,0.0,0.04,88.0
19,1398261003,,9357.0,2014-04-23 13:50:03+00:00,9600.0,132,34.0,34.0,9.0,260,22,755.3,0.0,0.04,111.0
20,1398315543,,10440.0,2014-04-24 04:59:03+00:00,9600.0,148,27.0,71.0,6.0,M,m,758.8,0.0,0.0,31.0
21,1398325983,,10500.0,2014-04-24 07:53:03+00:00,10440.0,150,28.0,68.0,0.0,M,m,759.4,0.0,0.0,31.0
22,1398336483,,9897.0,2014-04-24 10:48:03+00:00,10500.0,153,34.0,63.0,5.0,M,m,758.6,0.0,0.0,43.0
23,1398401943,,9660.0,2014-04-25 04:59:03+00:00,10620.0,171,30.0,92.0,0.0,M,m,756.4,0.0,0.0,0.0
24,1398411603,,9600.0,2014-04-25 07:40:03+00:00,9660.0,173,31.0,92.0,0.0,M,m,756.4,0.0,0.0,0.0
25,1398421203,,9777.0,2014-04-25 10:20:03+00:00,9600.0,176,36.0,78.0,3.0,100,m,755.3,0.0,0.0,3.0
26,1398465663,,8580.0,2014-04-25 22:41:03+00:00,8160.0,188,32.0,95.0,0.0,M,m,750.5,0.03,0.22,17.0
27,1398474243,,10440.0,2014-04-26 01:04:03+00:00,8580.0,191,32.0,95.0,0.0,M,m,748.9,0.04,0.04,0.0
28,1398484683,,9600.0,2014-04-26 03:58:03+00:00,10440.0,194,33.0,91.0,3.0,M,m,748.7,0.0,0.07,3.0
29,1398494283,,9360.0,2014-04-26 06:38:03+00:00,9600.0,196,31.0,96.0,0.0,M,m,748.7,0.0,0.1,6.0
30,1398503643,,8877.0,2014-04-26 09:14:03+00:00,9360.0,199,34.0,88.0,3.0,110,m,747.9,0.0,0.1,9.0
31,1398557163,,9120.0,2014-04-27 00:06:03+00:00,9360.0,214,29.0,88.0,5.0,M,m,748.4,0.02,0.53,60.0
32,1398566283,,9120.0,2014-04-27 02:38:03+00:00,9120.0,216,28.0,88.0,5.0,290,m,749.2,0.01,0.02,5.0
33,1398575403,,8880.0,2014-04-27 05:10:03+00:00,9120.0,219,27.0,92.0,0.0,M,m,750.0,0.0,0.03,8.0
34,1398584283,,9180.0,2014-04-27 07:38:03+00:00,8880.0,221,27.0,92.0,0.0,M,m,751.1,0.02,0.05,8.0
35,1398593463,,8700.0,2014-04-27 10:11:03+00:00,9180.0,224,30.0,71.0,8.0,270,17,751.9,0.0,0.05,25.0
36,1398602163,,8637.0,2014-04-27 12:36:03+00:00,8700.0,226,32.0,63.0,7.0,M,m,752.1,0.0,0.05,41.0
37,1398654303,,9720.0,2014-04-28 03:05:03+00:00,8880.0,240,20.0,84.0,3.0,280,m,754.8,0.0,0.0,3.0
38,1398664023,,9360.0,2014-04-28 05:47:03+00:00,9720.0,241,20.0,84.0,7.0,M,m,755.6,0.01,0.01,10.0
39,1398673383,,9600.0,2014-04-28 08:23:03+00:00,9360.0,243,22.0,74.0,5.0,M,m,757.5,0.0,0.01,18.0
40,1398682983,,9597.0,2014-04-28 11:03:03+00:00,9600.0,246,29.0,55.0,9.0,300,17,758.8,0.0,0.01,47.0
41,1398916864,,10500.0,2014-05-01 04:01:04+00:00,10620.0,306,20.0,84.0,0.0,M,m,770.1,0.0,0.0,0.0
42,1398927364,,10080.0,2014-05-01 06:56:04+00:00,10500.0,308,23.0,77.0,0.0,M,m,770.1,0.0,0.0,0.0
43,1400258884,,8936.0,2014-05-16 16:48:04+00:00,8520.0,665,53.0,34.0,5.0,M,m,763.4,0.0,0.0,28.0
44,1400286604,,10140.0,2014-05-17 00:30:04+00:00,9600.0,673,35.0,95.0,0.0,M,m,763.4,0.02,0.03,34.0
45,1400296744,,9240.0,2014-05-17 03:19:04+00:00,10140.0,676,33.0,100.0,0.0,M,m,763.1,0.01,0.01,0.0
46,1400305984,,9540.0,2014-05-17 05:53:04+00:00,9240.0,678,34.0,96.0,0.0,M,m,762.6,0.0,0.01,0.0
47,1400315524,,9240.0,2014-05-17 08:32:04+00:00,9540.0,681,39.0,88.0,0.0,M,m,762.8,0.0,0.01,0.0
48,1400324764,,9176.0,2014-05-17 11:06:04+00:00,9240.0,684,43.0,76.0,3.0,M,m,762.3,0.0,0.01,9.0
49,1400361184,,8640.0,2014-05-17 21:13:04+00:00,9000.0,694,35.0,78.0,0.0,M,m,759.1,0.0,0.01,34.0
50,1400369824,,8760.0,2014-05-17 23:37:04+00:00,8640.0,696,31.0,88.0,0.0,M,m,758.8,0.0,0.01,37.0
51,1400378584,,8820.0,2014-05-18 02:03:04+00:00,8760.0,699,31.0,88.0,3.0,340,m,757.7,0.0,0.0,6.0
52,1400387404,,9480.0,2014-05-18 04:30:04+00:00,8820.0,701,29.0,96.0,5.0,320,m,757.2,0.0,0.0,14.0
53,1400396884,,9240.0,2014-05-18 07:08:04+00:00,9480.0,704,40.0,79.0,0.0,M,m,755.9,0.0,0.0,14.0
54,1400406124,,9180.0,2014-05-18 09:42:04+00:00,9240.0,706,47.0,51.0,3.0,70,m,754.8,0.0,0.0,17.0
55,1400415304,,8876.0,2014-05-18 12:15:04+00:00,9180.0,709,54.0,33.0,11.0,270,21,754.5,0.0,0.0,34.0
56,1401491104,,8696.0,2014-05-30 23:05:04+00:00,8100.0,1008,38.0,75.0,3.0,300,m,764.7,0.0,0.0,47.0
57,1403079364,,10676.0,2014-06-18 08:16:04+00:00,10140.0,1447,31.0,92.0,5.0,M,m,760.7,0.01,0.06,11.0
58,1403151964,,10496.0,2014-06-19 04:26:04+00:00,10140.0,1467,35.0,88.0,3.0,M,m,763.9,0.0,0.0,6.0
59,1403757304,,8580.0,2014-06-26 04:35:04+00:00,8820.0,1635,43.0,88.0,0.0,M,m,759.6,0.0,0.0,0.0
60,1403765884,,9120.0,2014-06-26 06:58:04+00:00,8580.0,1638,46.0,95.0,0.0,M,m,760.7,0.04,0.11,14.0
61,1403775004,,9540.0,2014-06-26 09:30:04+00:00,9120.0,1640,46.0,100.0,0.0,M,m,761.2,0.22,0.35,14.0
62,1403784544,,9836.0,2014-06-26 12:09:04+00:00,9540.0,1643,53.0,79.0,5.0,100,m,759.6,0.0,0.35,19.0
63,1403850964,,9360.0,2014-06-27 06:36:04+00:00,9540.0,1661,45.0,85.0,3.0,M,m,759.1,0.0,0.0,6.0
64,1403860324,,10076.0,2014-06-27 09:12:04+00:00,9360.0,1664,46.0,82.0,5.0,260,m,759.4,0.0,0.0,14.0
65,1403941864,,9600.0,2014-06-28 07:51:04+00:00,9540.0,1686,39.0,92.0,6.0,M,m,761.0,0.05,0.05,6.0
66,1403951464,,9780.0,2014-06-28 10:31:04+00:00,9600.0,1689,50.0,65.0,9.0,250,20,760.4,0.0,0.07,21.0
67,1403961244,,10736.0,2014-06-28 13:14:04+00:00,9780.0,1692,41.0,88.0,11.0,270,M,762.0,0.13,0.2,59.0
68,1404022804,,10140.0,2014-06-29 06:20:04+00:00,10020.0,1709,32.0,95.0,0.0,M,m,763.9,0.0,0.0,3.0
69,1404032944,,9776.0,2014-06-29 09:09:04+00:00,10140.0,1712,52.0,42.0,10.0,270,24,764.2,0.0,0.0,20.0
70,1404105484,,10080.0,2014-06-30 05:18:04+00:00,10320.0,1732,29.0,88.0,3.0,290,m,766.6,0.0,0.0,9.0
71,1404115564,,9720.0,2014-06-30 08:06:04+00:00,10080.0,1735,44.0,53.0,5.0,120,m,767.4,0.0,0.0,17.0
72,1404125284,,10436.0,2014-06-30 10:48:04+00:00,9720.0,1737,50.0,44.0,3.0,M,m,767.4,0.0,0.0,23.0
73,1404192784,,10680.0,2014-07-01 05:33:04+00:00,10020.0,1756,29.0,92.0,0.0,M,m,770.3,0.0,0.0,3.0
74,1404280024,,9660.0,2014-07-02 05:47:04+00:00,9540.0,1780,33.0,91.0,0.0,M,m,769.5,0.0,0.0,9.0
75,1404289684,,10136.0,2014-07-02 08:28:04+00:00,9660.0,1783,52.0,61.0,3.0,110,m,769.5,0.0,0.0,12.0
76,1404309904,,9356.0,2014-07-02 14:05:04+00:00,9960.0,1789,67.0,33.0,6.0,100,m,768.2,0.0,0.0,41.0
77,1404364024,,9720.0,2014-07-03 05:07:04+00:00,9420.0,1804,38.0,92.0,3.0,310,m,768.2,0.0,0.0,9.0
78,1404373744,,10556.0,2014-07-03 07:49:04+00:00,9720.0,1806,52.0,74.0,0.0,M,m,768.2,0.0,0.0,9.0
79,1404451504,,10500.0,2014-07-04 05:25:04+00:00,10260.0,1828,39.0,92.0,0.0,M,m,769.3,0.0,0.0,6.0
80,1404462004,,10196.0,2014-07-04 08:20:04+00:00,10500.0,1831,55.0,63.0,3.0,100,m,769.5,0.0,0.0,9.0
81,1404958324,,9776.0,2014-07-10 02:12:04+00:00,9600.0,1969,56.0,71.0,0.0,M,m,765.2,0.0,0.0,0.0
82,1404987064,,9236.0,2014-07-10 10:11:04+00:00,9540.0,1977,64.0,62.0,3.0,M,m,766.3,0.0,0.0,3.0
83,1405228024,,9536.0,2014-07-13 05:07:04+00:00,9420.0,2044,41.0,100.0,0.0,M,m,774.1,0.0,0.0,3.0
84,1405302784,,9416.0,2014-07-14 01:53:04+00:00,9180.0,2064,46.0,89.0,0.0,M,m,772.7,0.0,0.0,0.0
85,1405398184,,9540.0,2014-07-15 04:23:04+00:00,9180.0,2091,43.0,96.0,0.0,M,m,768.5,0.0,0.0,3.0
86,1405407724,,9776.0,2014-07-15 07:02:04+00:00,9540.0,2094,51.0,89.0,0.0,M,m,768.2,0.0,0.0,6.0
87,1405488844,,9300.0,2014-07-16 05:34:04+00:00,9000.0,2116,47.0,86.0,0.0,M,m,766.8,0.0,0.0,3.0
88,1405498144,,9656.0,2014-07-16 08:09:04+00:00,9300.0,2119,52.0,76.0,0.0,M,m,767.4,0.0,0.0,3.0
89,1405572184,,9656.0,2014-07-17 04:43:04+00:00,9900.0,2139,38.0,85.0,3.0,320,m,767.4,0.0,0.0,9.0
90,1405664404,,9180.0,2014-07-18 06:20:04+00:00,9004.0,2165,41.0,92.0,0.0,M,m,766.0,0.0,0.0,5.0
91,1405673584,,9656.0,2014-07-18 08:53:04+00:00,9180.0,2167,56.0,71.0,0.0,M,m,766.3,0.0,0.0,5.0
92,1405749004,,9480.0,2014-07-19 05:50:04+00:00,9000.0,2188,38.0,85.0,3.0,310,m,765.8,0.0,0.0,12.0
93,1405758484,,9536.0,2014-07-19 08:28:04+00:00,9480.0,2191,56.0,61.0,0.0,M,m,766.0,0.0,0.0,15.0
94,1405777864,,9476.0,2014-07-19 13:51:04+00:00,9720.0,2196,73.0,23.0,9.0,240,22,765.8,0.0,0.0,48.0
95,1405833064,,9180.0,2014-07-20 05:11:04+00:00,9240.0,2212,40.0,82.0,3.0,310,m,765.5,0.0,0.0,12.0
96,1405842244,,9540.0,2014-07-20 07:44:04+00:00,9180.0,2214,52.0,68.0,0.0,M,m,766.0,0.0,0.0,12.0
97,1405851784,,9536.0,2014-07-20 10:23:04+00:00,9540.0,2217,66.0,37.0,5.0,M,m,765.8,0.0,0.0,22.0
98,1405919344,,10380.0,2014-07-21 05:09:04+00:00,9180.0,2236,51.0,92.0,0.0,M,m,766.0,0.0,0.05,12.0
99,1406002804,,9840.0,2014-07-22 04:20:04+00:00,9720.0,2259,41.0,95.0,3.0,300,m,771.1,0.0,0.0,9.0
100,1406012644,,10260.0,2014-07-22 07:04:04+00:00,9840.0,2262,47.0,92.0,0.0,M,m,771.9,0.0,0.0,17.0
101,1406022904,,10016.0,2014-07-22 09:55:04+00:00,10260.0,2264,61.0,55.0,6.0,100,m,772.5,0.0,0.0,23.0
102,1406099824,,9600.0,2014-07-23 07:17:04+00:00,9540.0,2286,57.0,74.0,0.0,M,m,770.9,0.0,0.0,12.0
103,1406109424,,9600.0,2014-07-23 09:57:04+00:00,9600.0,2289,74.0,23.0,6.0,M,m,770.9,0.0,0.0,21.0
104,1406119024,,10076.0,2014-07-23 12:37:04+00:00,9600.0,2291,77.0,19.0,6.0,M,m,770.3,0.0,0.0,34.0
105,1406175784,,9600.0,2014-07-24 04:23:04+00:00,8820.0,2307,43.0,82.0,3.0,300,m,766.3,0.0,0.0,6.0
106,1406185384,,9420.0,2014-07-24 07:03:04+00:00,9600.0,2310,54.0,69.0,0.0,M,m,766.3,0.0,0.0,6.0
107,1406194804,,9356.0,2014-07-24 09:40:04+00:00,9420.0,2312,68.0,24.0,9.0,240,18,766.0,0.0,0.0,20.0
108,1406259184,,9900.0,2014-07-25 03:33:04+00:00,10020.0,2330,32.0,69.0,0.0,M,m,766.6,0.0,0.0,6.0
109,1406269084,,9360.0,2014-07-25 06:18:04+00:00,9900.0,2333,30.0,74.0,5.0,310,m,766.8,0.0,0.0,14.0
110,1406278444,,9416.0,2014-07-25 08:54:04+00:00,9360.0,2335,49.0,58.0,0.0,M,m,766.8,0.0,0.0,14.0
111,1406356024,,9180.0,2014-07-26 06:27:04+00:00,9240.0,2357,35.0,78.0,0.0,M,m,769.5,0.0,0.0,11.0
112,1406439124,,9180.0,2014-07-27 05:32:04+00:00,9000.0,2380,34.0,85.0,3.0,320,m,773.0,0.0,0.0,6.0
113,1406448304,,9836.0,2014-07-27 08:05:04+00:00,9180.0,2383,54.0,64.0,3.0,130,m,773.8,0.0,0.0,9.0
114,1406522764,,9780.0,2014-07-28 04:46:04+00:00,9540.0,2403,39.0,81.0,3.0,320,m,773.0,0.0,0.0,9.0
115,1406532544,,10140.0,2014-07-28 07:29:04+00:00,9780.0,2406,52.0,66.0,0.0,M,m,773.5,0.0,0.0,12.0
116,1406542684,,9656.0,2014-07-28 10:18:04+00:00,10140.0,2409,69.0,27.0,3.0,110,m,773.3,0.0,0.0,15.0
117,1406608384,,9960.0,2014-07-29 04:33:04+00:00,9240.0,2427,54.0,77.0,0.0,M,m,772.5,0.0,0.01,5.0
118,1406618344,,9900.0,2014-07-29 07:19:04+00:00,9960.0,2430,52.0,89.0,0.0,M,m,772.2,0.0,0.02,5.0
119,1406628244,,9656.0,2014-07-29 10:04:04+00:00,9900.0,2433,59.0,62.0,0.0,M,m,771.9,0.0,0.02,5.0
120,1406693104,,9540.0,2014-07-30 04:05:04+00:00,9660.0,2451,41.0,95.0,0.0,M,m,772.2,0.0,0.0,3.0
121,1406702644,,10440.0,2014-07-30 06:44:04+00:00,9540.0,2453,41.0,92.0,0.0,M,m,772.2,0.0,0.0,6.0
122,1406713084,,9660.0,2014-07-30 09:38:04+00:00,10440.0,2456,60.0,51.0,5.0,120,m,772.5,0.0,0.0,11.0
123,1406722744,,9660.0,2014-07-30 12:19:04+00:00,9660.0,2459,66.0,28.0,3.0,180,m,772.2,0.0,0.0,20.0
124,1406732404,,8876.0,2014-07-30 15:00:04+00:00,9660.0,2462,69.0,27.0,5.0,140,m,771.7,0.0,0.0,30.0
125,1406768284,,9776.0,2014-07-31 00:58:04+00:00,9360.0,2472,45.0,82.0,0.0,M,m,772.2,0.0,0.0,0.0
126,1406787964,,9240.0,2014-07-31 06:26:04+00:00,9840.0,2477,41.0,88.0,0.0,M,m,771.9,0.0,0.0,3.0
127,1406797204,,9476.0,2014-07-31 09:00:04+00:00,9240.0,2480,57.0,66.0,5.0,M,m,771.9,0.0,0.0,13.0
128,1406873344,,9360.0,2014-08-01 06:09:04+00:00,9780.0,2501,38.0,92.0,0.0,M,m,771.4,0.0,0.0,6.0
129,1406882704,,9236.0,2014-08-01 08:45:04+00:00,9360.0,2503,54.0,74.0,3.0,90,m,771.4,0.0,0.0,9.0
130,1406959324,,9300.0,2014-08-02 06:02:04+00:00,9540.0,2525,39.0,92.0,0.0,M,m,771.7,0.0,0.0,9.0
131,1406968624,,9480.0,2014-08-02 08:37:04+00:00,9300.0,2527,55.0,71.0,3.0,110,m,771.7,0.0,0.0,12.0
132,1406978104,,9416.0,2014-08-02 11:15:04+00:00,9480.0,2530,65.0,52.0,6.0,20,m,771.1,0.0,0.0,26.0
133,1407042364,,9360.0,2014-08-03 05:06:04+00:00,9000.0,2548,38.0,100.0,0.0,M,m,771.1,0.0,0.0,0.0
134,1407051724,,9720.0,2014-08-03 07:42:04+00:00,9360.0,2550,46.0,92.0,0.0,M,m,771.4,0.0,0.0,0.0
135,1407061444,,9656.0,2014-08-03 10:24:04+00:00,9720.0,2553,62.0,51.0,5.0,110,m,771.1,0.0,0.0,5.0
136,1407133564,,9720.0,2014-08-04 06:26:04+00:00,9720.0,2573,44.0,95.0,0.0,M,m,769.5,0.0,0.0,9.0
137,1407143284,,9116.0,2014-08-04 09:08:04+00:00,9720.0,2576,54.0,83.0,0.0,M,m,769.8,0.0,0.0,12.0
138,1407211384,,9780.0,2014-08-05 04:03:04+00:00,9840.0,2595,50.0,96.0,0.0,M,m,767.1,0.0,0.0,0.0
139,1407221164,,9540.0,2014-08-05 06:46:04+00:00,9780.0,2597,50.0,100.0,0.0,M,m,767.7,0.04,0.05,0.0
140,1407230704,,9780.0,2014-08-05 09:25:04+00:00,9540.0,2600,53.0,96.0,0.0,M,m,768.2,0.01,0.23,0.0
141,1407240484,,10256.0,2014-08-05 12:08:04+00:00,9780.0,2603,58.0,83.0,3.0,M,m,767.9,0.01,0.26,6.0
142,1407298744,,9600.0,2014-08-06 04:19:04+00:00,10020.0,2619,50.0,96.0,0.0,M,m,767.9,0.0,0.0,0.0
143,1407308344,,9660.0,2014-08-06 06:59:04+00:00,9600.0,2622,53.0,96.0,0.0,M,m,768.5,0.0,0.0,0.0
144,1407318004,,9300.0,2014-08-06 09:40:04+00:00,9660.0,2624,56.0,90.0,3.0,140,m,768.7,0.0,0.0,3.0
145,1407327304,,9360.0,2014-08-06 12:15:04+00:00,9300.0,2627,52.0,89.0,0.0,M,m,770.1,0.07,0.07,6.0
146,1407336664,,8876.0,2014-08-06 14:51:04+00:00,9360.0,2629,53.0,85.0,0.0,M,m,769.3,0.05,0.17,6.0
147,1407393724,,9840.0,2014-08-07 06:42:04+00:00,9720.0,2645,46.0,100.0,0.0,M,m,768.5,0.0,0.0,0.0
148,1407403564,,9596.0,2014-08-07 09:26:04+00:00,9840.0,2648,54.0,80.0,0.0,M,m,768.7,0.0,0.0,0.0
149,1407490144,,10140.0,2014-08-08 09:29:04+00:00,10200.0,2672,53.0,82.0,5.0,100,m,767.7,0.0,0.0,8.0
150,1407578524,,10380.0,2014-08-09 10:02:04+00:00,9540.0,2697,56.0,74.0,3.0,M,m,770.6,0.0,0.0,9.0
151,1407588904,,10136.0,2014-08-09 12:55:04+00:00,10380.0,2699,59.0,59.0,0.0,M,m,770.9,0.0,0.0,12.0
152,1407625324,,8636.0,2014-08-09 23:02:04+00:00,8400.0,2710,43.0,88.0,3.0,310,m,771.9,0.0,0.0,33.0
153,1407673624,,9716.0,2014-08-10 12:27:04+00:00,10020.0,2723,64.0,62.0,5.0,80,m,773.3,0.0,0.0,21.0
154,1407903604,,9656.0,2014-08-13 04:20:04+00:00,9420.0,2787,51.0,85.0,0.0,M,m,769.8,0.0,0.0,3.0
155,1407990964,,9360.0,2014-08-14 04:36:04+00:00,9300.0,2811,51.0,89.0,0.0,M,m,767.1,0.0,0.0,0.0
156,1408000324,,9356.0,2014-08-14 07:12:04+00:00,9360.0,2814,53.0,92.0,0.0,M,m,767.4,0.01,0.08,0.0
157,1408075444,,9236.0,2014-08-15 04:04:04+00:00,9300.0,2835,42.0,91.0,3.0,300,m,768.2,0.0,0.0,6.0
158,1408167784,,9056.0,2014-08-16 05:43:04+00:00,9240.0,2860,38.0,96.0,0.0,M,m,768.7,0.0,0.0,3.0
159,1408186804,,9716.0,2014-08-16 11:00:04+00:00,9840.0,2866,63.0,39.0,7.0,M,20,769.0,0.0,0.0,21.0
160,1408247224,,9600.0,2014-08-17 03:47:04+00:00,9540.0,2882,41.0,88.0,3.0,310,m,768.5,0.0,0.0,9.0
161,1408256824,,9660.0,2014-08-17 06:27:04+00:00,9600.0,2885,38.0,92.0,3.0,310,m,769.5,0.0,0.0,18.0
162,1408266484,,9056.0,2014-08-17 09:08:04+00:00,9660.0,2888,60.0,53.0,3.0,M,m,769.5,0.0,0.0,21.0
163,1408339624,,9180.0,2014-08-18 05:27:04+00:00,8820.0,2908,41.0,92.0,0.0,M,m,767.9,0.0,0.01,17.0
164,1408348804,,10140.0,2014-08-18 08:00:04+00:00,9180.0,2911,55.0,68.0,3.0,140,m,768.2,0.0,0.01,20.0
165,1408358944,,9896.0,2014-08-18 10:49:04+00:00,10140.0,2913,60.0,49.0,6.0,110,m,767.7,0.0,0.01,32.0
166,1408387744,,8160.0,2014-08-18 18:49:04+00:00,9000.0,2921,62.0,42.0,0.0,M,m,765.5,0.0,0.06,77.0
167,1408424644,,9840.0,2014-08-19 05:04:04+00:00,9720.0,2932,37.0,100.0,3.0,320,m,764.2,0.0,0.0,12.0
168,1408434484,,9960.0,2014-08-19 07:48:04+00:00,9840.0,2934,44.0,85.0,0.0,M,m,763.9,0.0,0.0,12.0
169,1408444444,,9780.0,2014-08-19 10:34:04+00:00,9960.0,2937,55.0,68.0,0.0,M,m,763.9,0.0,0.0,15.0
170,1408454224,,9416.0,2014-08-19 13:17:04+00:00,9780.0,2940,69.0,29.0,9.0,240,m,763.9,0.0,0.0,32.0
171,1408509244,,9240.0,2014-08-20 04:34:04+00:00,10560.0,2955,39.0,92.0,0.0,M,m,761.8,0.0,0.0,3.0
172,1408518484,,9000.0,2014-08-20 07:08:04+00:00,9240.0,2958,45.0,89.0,0.0,M,m,763.1,0.0,0.0,6.0
173,1408527484,,8640.0,2014-08-20 09:38:04+00:00,9000.0,2960,54.0,69.0,5.0,150,m,763.4,0.0,0.0,11.0
174,1408536124,,8996.0,2014-08-20 12:02:04+00:00,8640.0,2963,56.0,59.0,7.0,M,m,763.4,0.0,0.0,23.0
175,1408600624,,9300.0,2014-08-21 05:57:04+00:00,8760.0,2981,45.0,96.0,0.0,M,m,765.0,0.0,0.0,3.0
176,1408609924,,9660.0,2014-08-21 08:32:04+00:00,9300.0,2983,46.0,95.0,0.0,M,m,765.2,0.03,0.05,3.0
177,1408619584,,9656.0,2014-08-21 11:13:04+00:00,9660.0,2986,49.0,89.0,0.0,M,m,765.8,0.0,0.06,3.0
178,1408706344,,9656.0,2014-08-22 11:19:04+00:00,9840.0,3010,48.0,82.0,5.0,M,m,765.5,0.0,0.09,11.0
179,1408782364,,9540.0,2014-08-23 08:26:04+00:00,9600.0,3031,44.0,92.0,0.0,M,m,762.3,0.0,0.04,9.0
180,1408791904,,9176.0,2014-08-23 11:05:04+00:00,9540.0,3034,46.0,82.0,6.0,M,m,762.3,0.01,0.05,23.0
181,1408857964,,9960.0,2014-08-24 05:26:04+00:00,9360.0,3052,35.0,92.0,0.0,M,m,763.4,0.0,0.0,3.0
182,1408867924,,9960.0,2014-08-24 08:12:04+00:00,9960.0,3055,40.0,76.0,5.0,M,17,763.9,0.0,0.0,14.0
183,1408877884,,9900.0,2014-08-24 10:58:04+00:00,9960.0,3058,45.0,70.0,3.0,M,m,764.4,0.0,0.0,27.0
184,1408887784,,10016.0,2014-08-24 13:43:04+00:00,9900.0,3060,48.0,62.0,8.0,280,m,764.2,0.0,0.0,43.0
185,1408945084,,9960.0,2014-08-25 05:38:04+00:00,9660.0,3076,29.0,96.0,0.0,M,m,765.5,0.0,0.0,0.0
186,1408955044,,9540.0,2014-08-25 08:24:04+00:00,9960.0,3079,42.0,85.0,0.0,M,m,766.0,0.0,0.0,0.0
187,1408964584,,10076.0,2014-08-25 11:03:04+00:00,9540.0,3082,54.0,61.0,6.0,M,m,765.8,0.0,0.0,14.0
188,1409031004,,9540.0,2014-08-26 05:30:04+00:00,9600.0,3100,38.0,96.0,0.0,M,m,767.7,0.0,0.0,0.0
189,1409040544,,10020.0,2014-08-26 08:09:04+00:00,9540.0,3103,46.0,89.0,0.0,M,m,768.7,0.0,0.0,0.0
190,1409050564,,9720.0,2014-08-26 10:56:04+00:00,10020.0,3106,57.0,61.0,3.0,M,m,769.3,0.0,0.0,8.0
191,1409060284,,9896.0,2014-08-26 13:38:04+00:00,9720.0,3108,55.0,61.0,0.0,M,m,769.3,0.0,0.0,8.0
192,1409079484,,9356.0,2014-08-26 18:58:04+00:00,9180.0,3114,50.0,82.0,0.0,M,m,769.0,0.0,0.0,16.0
193,1409117404,,9900.0,2014-08-27 05:30:04+00:00,9660.0,3124,34.0,92.0,0.0,M,m,769.8,0.0,0.0,6.0
194,1409127304,,10080.0,2014-08-27 08:15:04+00:00,9900.0,3127,50.0,82.0,0.0,M,m,769.8,0.0,0.0,6.0
195,1409137384,,10136.0,2014-08-27 11:03:04+00:00,10080.0,3130,55.0,71.0,5.0,120,m,769.3,0.0,0.0,16.0
196,1409202364,,9780.0,2014-08-28 05:06:04+00:00,10080.0,3148,36.0,96.0,0.0,M,m,769.8,0.0,0.0,3.0
197,1409212144,,9840.0,2014-08-28 07:49:04+00:00,9780.0,3150,41.0,88.0,0.0,M,m,770.1,0.0,0.0,6.0
