,Unnamed: 0,datetime,duration,height,interpolated_height,time_to_next_eruption,time_since_last_eruption,Gage Height,Discharge,Water Temp,Temp,RH,Wind Speed,Atm Press,Precip,Wind Chill
0,0,2014-04-18 09:32:00+00:00,248,150.0,0.0,5280.0,5880.0,2.63,65.7,6.3,34.0,96.0,0.0,756.1,0.14,NC
1,1,2014-04-18 11:00:00+00:00,245,135.0,0.0,5580.0,5280.0,2.68,72.5,6.1,35.0,88.0,7.0,756.7,0.04,29
2,2,2014-04-18 12:33:00+00:00,240,140.0,0.0,6540.0,5580.0,2.67,71.1,7.4,36.0,89.0,6.0,757.2,0.01,31
3,3,2014-04-18 14:22:00+00:00,250,150.0,0.0,5940.0,6540.0,2.65,68.3,8.1,37.0,72.0,7.0,757.5,0.00,32
4,4,2014-04-18 16:01:00+00:00,237,145.0,0.0,5700.0,5940.0,2.65,68.3,8.0,37.0,66.0,7.0,756.9,0.00,32
5,5,2014-04-19 10:46:00+00:00,149,155.0,0.0,3180.0,5940.0,2.5,50.0,8.8,41.0,28.0,3.0,761.5,0.00,NC
6,6,2014-04-19 11:39:00+00:00,272,140.0,0.0,6420.0,3180.0,2.5,50.0,9.8,44.0,23.0,6.0,761.8,0.00,41
7,7,2014-04-19 13:26:00+00:00,234,140.0,0.0,5580.0,6420.0,2.5,50.0,11.6,46.0,22.0,7.0,761.8,0.00,42
8000,8000,2014-04-19 14:59:00+00:00,242,150.0,0.0,5640.0,5580.0,2.5,50.0,11.6,46.0,22.0,7.0,761.8,0.00,42
8,8,2014-04-19 16:33:00+00:00,126,150.0,0.0,3660.0,5640.0,2.54,54.5,11.3,47.0,22.0,6.0,761.5,0.00,M
9,9,2014-04-20 11:19:00+00:00,218,160.0,0.0,5340.0,5640.0,2.49,48.9,10.4,45.0,36.0,11.0,765.0,0.00,39
10,10,2014-04-20 12:48:00+00:00,239,145.0,0.0,5700.0,5340.0,2.51,51.1,12.0,46.0,33.0,15.0,765.2,0.00,40
11,11,2014-04-20 14:23:00+00:00,246,135.0,0.0,5580.0,5700.0,2.52,52.2,12.4,48.0,28.0,6.0,765.5,0.00,45
12,12,2014-04-20 15:56:00+00:00,239,155.0,0.0,5160.0,5580.0,2.53,53.4,12.1,47.0,26.0,7.0,765.5,0.00,44
13,13,2014-04-21 12:33:00+00:00,235,145.0,0.0,5520.0,5700.0,2.52,52.2,11.7,42.0,36.0,5.0,766.8,0.00,39
14,14,2014-04-21 14:05:00+00:00,235,135.0,0.0,6240.0,5520.0,2.53,53.4,12.6,46.0,33.0,3.0,765.8,0.00,NC
15,15,2014-04-21 15:49:00+00:00,215,145.0,0.0,4800.0,6240.0,2.57,58.1,12.4,45.0,36.0,7.0,765.2,0.00,41
16,16,2014-04-22 10:20:00+00:00,264,160.0,0.0,5640.0,6120.0,2.65,68.3,9.8,42.0,75.0,0.0,756.4,0.00,NC
17,17,2014-04-22 11:54:00+00:00,254,120.0,0.0,5880.0,5640.0,2.67,71.1,11.3,45.0,70.0,0.0,755.3,0.00,NC
18,18,2014-04-22 13:32:00+00:00,246,130.0,0.0,5760.0,5880.0,2.72,78.3,11.5,48.0,51.0,5.0,752.9,0.00,46
19,19,2014-04-22 15:08:00+00:00,234,135.0,0.0,5400.0,5760.0,2.79,89.2,11.1,49.0,45.0,0.0,751.3,0.00,NC
20,20,2014-04-23 11:15:00+00:00,132,130.0,0.0,4020.0,6000.0,2.67,71.1,6.7,29.0,55.0,13.0,754.5,0.00,19
21,21,2014-04-23 12:22:00+00:00,270,130.0,0.0,6180.0,4020.0,2.66,69.7,7.7,32.0,41.0,14.0,755.1,0.00,22
22,22,2014-04-23 14:05:00+00:00,110,125.0,0.0,4200.0,6180.0,2.66,69.7,8.4,32.0,41.0,9.0,756.4,0.00,24
23,23,2014-04-23 15:15:00+00:00,272,140.0,0.0,6540.0,4200.0,2.65,68.3,8.4,31.0,41.0,9.0,756.4,0.00,M
24,24,2014-04-24 11:39:00+00:00,234,155.0,0.0,4920.0,5460.0,2.56,56.9,6.9,34.0,63.0,5.0,758.6,m,29
25,25,2014-04-24 13:01:00+00:00,218,130.0,0.0,5760.0,4920.0,2.56,56.9,7.5,35.0,69.0,6.0,758.0,0.01,30
26,26,2014-04-24 14:37:00+00:00,237,137.0,1.0,6000.0,5760.0,2.57,58.1,8.4,35.0,75.0,7.0,758.0,0.00,29
27,27,2014-04-24 16:17:00+00:00,237,145.0,0.0,5880.0,6000.0,2.58,59.3,7.6,35.0,72.0,5.0,758.0,0.00,31
28,28,2014-04-25 10:40:00+00:00,255,130.0,0.0,5760.0,5520.0,2.52,53.4,9.2,36.0,78.0,3.0,755.3,0.00,NC
29,29,2014-04-25 12:16:00+00:00,238,130.0,0.0,5880.0,5760.0,2.53,54.5,10.0,41.0,64.0,0.0,754.5,0.00,NC
30,30,2014-04-25 13:54:00+00:00,250,160.0,0.0,6360.0,5880.0,2.54,55.7,10.7,40.0,67.0,5.0,754.3,0.00,36
31,31,2014-04-25 15:40:00+00:00,258,150.0,0.0,5340.0,6360.0,2.55,56.9,11.0,41.0,61.0,0.0,753.2,0.00,NC
32,32,2014-04-26 11:33:00+00:00,254,137.0,1.0,5460.0,5280.0,2.57,59.3,7.7,36.0,85.0,0.0,747.3,0.00,NC
33,33,2014-04-26 13:04:00+00:00,231,150.0,0.0,6180.0,5460.0,2.6,63.1,7.3,37.0,85.0,3.0,746.3,0.00,NC
34,34,2014-04-26 14:47:00+00:00,241,150.0,0.0,5340.0,6180.0,2.61,64.4,7.5,38.0,78.0,5.0,746.0,0.00,34
35,35,2014-04-26 16:16:00+00:00,227,140.0,0.0,5220.0,5340.0,2.64,68.3,7.3,34.0,96.0,0.0,746.0,0.06,NC
36,36,2014-04-27 11:09:00+00:00,264,140.0,0.0,5580.0,5580.0,2.54,55.7,8.5,32.0,65.0,9.0,751.9,0.00,24
37,37,2014-04-27 12:42:00+00:00,241,135.0,0.0,5760.0,5580.0,2.54,55.7,10.0,32.0,63.0,7.0,752.1,0.00,25
38,38,2014-04-27 14:18:00+00:00,232,135.0,0.0,5580.0,5760.0,2.53,54.5,10.7,34.0,58.0,8.0,752.4,0.00,27
39,39,2014-04-27 15:51:00+00:00,256,155.0,0.0,5280.0,5580.0,2.54,55.7,9.9,33.0,63.0,7.0,752.1,0.00,27
40,40,2014-04-28 10:40:00+00:00,245,120.0,0.0,5400.0,5760.0,2.5,51.1,7.2,25.0,65.0,9.0,758.6,0.00,16
41,41,2014-04-28 12:10:00+00:00,238,130.0,0.0,6060.0,5400.0,2.49,50.0,8.2,27.0,65.0,7.0,759.4,0.00,19
42,42,2014-04-28 13:51:00+00:00,254,140.0,0.0,5100.0,6060.0,2.49,50.0,9.0,28.0,65.0,9.0,759.9,0.01,19
43,43,2014-04-28 15:16:00+00:00,250,150.0,0.0,5400.0,5100.0,2.49,50.0,8.9,27.0,62.0,0.0,761.5,0.01,NC
44,44,2014-04-29 11:13:00+00:00,254,150.0,0.0,5520.0,5520.0,2.45,45.8,7.6,31.0,53.0,5.0,771.7,m,26
45,45,2014-04-29 12:45:00+00:00,243,150.0,0.0,6000.0,5520.0,2.47,47.9,9.5,35.0,45.0,6.0,771.7,m,30
46,46,2014-04-29 14:25:00+00:00,216,140.0,0.0,5280.0,6000.0,2.47,47.9,9.6,34.0,47.0,9.0,771.9,m,27
47,47,2014-04-29 15:53:00+00:00,241,140.0,0.0,5520.0,5280.0,2.46,46.8,9.4,34.0,51.0,7.0,772.2,m,28
48,48,2014-04-30 15:29:00+00:00,104,150.0,0.0,3300.0,6180.0,2.46,46.8,12.6,44.0,24.0,6.0,771.4,0.00,41
49,49,2014-04-30 16:24:00+00:00,231,130.0,0.0,6240.0,3300.0,2.47,47.9,12.0,45.0,23.0,5.0,771.1,0.00,42
50,50,2014-05-01 12:02:00+00:00,248,130.0,0.0,6000.0,5160.0,2.47,47.9,12.2,43.0,41.0,5.0,768.7,0.00,40
51,51,2014-05-01 13:42:00+00:00,231,150.0,0.0,5520.0,6000.0,2.48,48.9,13.8,51.0,29.0,0.0,768.2,0.00,NC
52,52,2014-05-01 15:14:00+00:00,253,135.0,0.0,5520.0,5520.0,2.51,52.2,14.2,54.0,25.0,3.0,767.4,0.00,NC
53,53,2014-05-02 10:03:00+00:00,237,150.0,0.0,5820.0,5220.0,2.54,55.7,10.1,43.0,50.0,6.0,764.7,m,39
54,54,2014-05-02 11:40:00+00:00,228,130.0,0.0,5460.0,5820.0,2.55,56.9,12.2,43.0,50.0,6.0,764.7,m,39
55,55,2014-05-02 13:11:00+00:00,245,150.0,0.0,5520.0,5460.0,2.58,60.5,13.5,43.0,50.0,6.0,764.7,m,39
56,56,2014-05-02 14:43:00+00:00,247,130.0,0.0,5520.0,5520.0,2.63,67.0,14.0,43.0,50.0,6.0,764.7,m,39
57,57,2014-05-02 16:15:00+00:00,239,155.0,0.0,6180.0,5520.0,2.7,76.8,13.1,57.0,17.0,17.0,762.3,0.00,NC
58,58,2014-05-03 10:50:00+00:00,254,150.0,0.0,6180.0,5580.0,2.66,71.1,10.4,55.0,26.0,5.0,759.4,m,M
59,59,2014-05-03 12:33:00+00:00,230,150.0,0.0,5820.0,6180.0,2.68,73.9,12.3,57.0,23.0,9.0,759.1,m,NC
60,60,2014-05-03 14:10:00+00:00,257,140.0,0.0,5760.0,5820.0,2.75,84.4,12.6,56.0,21.0,9.0,758.6,m,NC
61,61,2014-05-03 15:46:00+00:00,229,130.0,0.0,5760.0,5760.0,2.84,99.4,11.9,56.0,21.0,9.0,758.6,m,NC
62,62,2014-05-04 10:43:00+00:00,243,140.0,0.0,6000.0,5280.0,2.78,89.2,7.7,45.0,38.0,9.0,758.0,m,40
63,63,2014-05-04 12:23:00+00:00,243,140.0,0.0,5580.0,6000.0,2.77,87.6,9.8,49.0,30.0,11.0,757.2,m,NC
64,64,2014-05-04 13:56:00+00:00,246,140.0,0.0,6060.0,5580.0,2.82,95.9,10.7,50.0,30.0,10.0,757.2,m,NC
65,65,2014-05-04 15:37:00+00:00,249,130.0,0.0,5700.0,6060.0,2.88,107.0,10.4,50.0,34.0,7.0,756.7,m,NC
66,66,2014-05-05 10:20:00+00:00,210,150.0,0.0,5820.0,6060.0,2.81,94.2,7.7,46.0,43.0,7.0,758.3,0.00,42
67,67,2014-05-05 11:57:00+00:00,247,150.0,0.0,5700.0,5820.0,2.81,94.2,9.2,49.0,40.0,3.0,757.5,0.00,NC
68,68,2014-05-05 13:32:00+00:00,254,140.0,0.0,5700.0,5700.0,2.83,97.6,10.4,48.0,37.0,7.0,757.2,0.00,45
69,69,2014-05-05 15:07:00+00:00,234,140.0,0.0,6060.0,5700.0,2.86,103.0,10.4,49.0,34.0,8.0,756.9,0.00,NC
70,70,2014-05-06 12:34:00+00:00,254,140.0,0.0,5640.0,6000.0,2.82,95.9,7.9,46.0,57.0,6.0,752.1,0.00,43
71,71,2014-05-06 14:08:00+00:00,108,150.0,0.0,4260.0,5640.0,2.82,95.9,7.6,39.0,79.0,5.0,752.1,0.01,35
72,72,2014-05-06 15:19:00+00:00,271,140.0,0.0,5760.0,4260.0,2.83,97.6,7.8,35.0,95.0,0.0,753.5,0.08,NC
73,73,2014-05-07 09:56:00+00:00,237,130.0,0.0,5760.0,5760.0,2.76,86.0,5.5,30.0,81.0,5.0,753.7,0.00,25
74,74,2014-05-07 11:32:00+00:00,246,140.0,0.0,5220.0,5760.0,2.77,87.6,5.9,34.0,72.0,3.0,753.7,0.01,NC
75,75,2014-05-07 12:59:00+00:00,256,130.0,0.0,5520.0,5220.0,2.76,86.0,6.6,36.0,66.0,8.0,753.2,0.00,30
76,76,2014-05-07 14:31:00+00:00,249,150.0,0.0,7020.0,5520.0,2.75,84.4,6.9,36.0,75.0,3.0,753.5,0.00,NC
77,77,2014-05-07 16:28:00+00:00,245,150.0,0.0,6000.0,7020.0,2.76,86.0,6.9,31.0,96.0,0.0,754.5,0.04,NC
78,78,2014-05-08 11:30:00+00:00,231,130.0,0.0,5880.0,5520.0,2.67,72.5,9.3,33.0,63.0,5.0,758.6,0.00,28
79,79,2014-05-08 13:08:00+00:00,230,150.0,0.0,5160.0,5880.0,2.67,72.5,10.5,36.0,61.0,3.0,758.0,0.00,NC
80,80,2014-05-08 14:34:00+00:00,240,140.0,0.0,5640.0,5160.0,2.67,72.5,11.6,41.0,37.0,7.0,757.7,0.00,36
81,81,2014-05-08 16:08:00+00:00,230,155.0,0.0,5880.0,5640.0,2.68,73.9,11.1,41.0,40.0,7.0,757.5,0.00,36
82,82,2014-05-09 10:39:00+00:00,262,125.0,0.0,6660.0,3300.0,2.72,79.8,5.5,34.0,96.0,3.0,754.0,0.04,NC
83,83,2014-05-09 12:30:00+00:00,218,137.0,1.0,5400.0,6660.0,2.73,81.3,5.7,33.0,95.0,3.0,754.3,0.08,NC
84,84,2014-05-09 14:00:00+00:00,253,150.0,0.0,5760.0,5400.0,2.74,82.9,4.1,33.0,95.0,6.0,754.3,0.10,27
85,85,2014-05-09 15:36:00+00:00,227,130.0,0.0,5880.0,5760.0,2.75,84.4,5.1,32.0,92.0,11.0,754.8,0.18,23
86,86,2014-05-10 10:48:00+00:00,235,140.0,0.0,5940.0,5580.0,2.65,69.7,7.3,29.0,92.0,0.0,755.6,0.02,NC
87,87,2014-05-10 12:27:00+00:00,243,130.0,0.0,6000.0,5940.0,2.65,69.7,8.2,32.0,81.0,5.0,755.9,0.00,27
88,88,2014-05-10 14:07:00+00:00,234,155.0,0.0,5700.0,6000.0,2.65,69.7,8.5,35.0,66.0,6.0,755.6,0.00,M
89,89,2014-05-10 15:42:00+00:00,243,150.0,0.0,5400.0,5700.0,2.66,71.1,9.2,35.0,69.0,7.0,755.9,0.01,29
90,90,2014-05-11 14:29:00+00:00,118,140.0,0.0,3840.0,5580.0,2.59,61.8,9.4,34.0,47.0,8.0,762.8,0.00,27
91,91,2014-05-11 15:33:00+00:00,275,130.0,0.0,6120.0,3840.0,2.59,61.8,9.3,35.0,45.0,7.0,762.6,0.00,29
92,92,2014-05-12 12:57:00+00:00,132,137.0,1.0,3960.0,6180.0,2.55,56.9,8.5,33.0,44.0,6.0,768.7,0.00,M
93,93,2014-05-12 14:03:00+00:00,255,130.0,0.0,5820.0,3960.0,2.56,58.1,9.8,34.0,47.0,7.0,769.0,0.00,28
94,94,2014-05-12 15:40:00+00:00,122,140.0,0.0,3960.0,5820.0,2.56,58.1,9.4,32.0,72.0,6.0,769.3,0.01,26
95,95,2014-05-12 16:46:00+00:00,258,150.0,0.0,6000.0,3960.0,2.56,58.1,9.0,36.0,47.0,8.0,769.0,0.00,30
96,96,2014-05-13 11:30:00+00:00,232,140.0,0.0,5100.0,6180.0,2.53,55.7,10.5,33.0,53.0,5.0,773.0,m,28
97,97,2014-05-13 12:55:00+00:00,226,120.0,0.0,5940.0,5100.0,2.54,56.9,12.2,35.0,61.0,5.0,773.0,m,31
98,98,2014-05-13 14:34:00+00:00,228,160.0,0.0,5700.0,5940.0,2.55,58.1,13.2,41.0,37.0,3.0,772.5,0.00,NC
99,99,2014-05-13 16:09:00+00:00,240,145.0,0.0,5760.0,5700.0,2.56,59.3,12.6,39.0,38.0,0.0,771.7,0.00,NC
100,100,2014-05-14 12:15:00+00:00,230,150.0,0.0,5160.0,6060.0,2.55,58.1,12.0,43.0,36.0,6.0,771.4,0.00,39
101,101,2014-05-14 13:41:00+00:00,246,130.0,0.0,5160.0,5160.0,2.56,59.3,13.2,44.0,33.0,5.0,771.1,0.00,41
102,102,2014-05-14 15:07:00+00:00,250,120.0,0.0,5700.0,5160.0,2.59,63.1,13.1,44.0,33.0,0.0,770.6,0.00,NC
103,103,2014-05-15 11:00:00+00:00,245,125.0,0.0,5700.0,5280.0,2.63,68.3,11.0,52.0,33.0,8.0,769.0,0.00,NC
104,104,2014-05-15 12:35:00+00:00,242,135.0,0.0,5580.0,5700.0,2.65,71.1,12.9,55.0,31.0,6.0,768.5,0.00,NC
105,105,2014-05-15 14:08:00+00:00,243,135.0,0.0,5580.0,5580.0,2.7,78.3,13.5,56.0,27.0,5.0,767.7,0.00,NC
106,106,2014-05-15 15:41:00+00:00,238,130.0,0.0,6300.0,5580.0,2.77,89.2,13.4,56.0,24.0,7.0,767.7,0.00,NC
107,107,2014-05-16 10:15:00+00:00,268,140.0,0.0,5520.0,3720.0,2.78,90.9,8.6,47.0,58.0,3.0,765.8,0.00,NC
108,108,2014-05-16 11:47:00+00:00,107,130.0,0.0,4380.0,5520.0,2.78,90.9,10.3,46.0,55.0,0.0,765.5,0.00,NC
109,109,2014-05-16 13:00:00+00:00,256,155.0,0.0,6360.0,4380.0,2.8,94.2,11.7,48.0,49.0,3.0,764.7,0.00,NC
110,110,2014-05-16 14:46:00+00:00,224,150.0,0.0,5100.0,6360.0,2.86,105.0,11.7,49.0,42.0,0.0,764.2,0.00,NC
111,111,2014-05-16 16:11:00+00:00,249,130.0,0.0,6060.0,5100.0,2.92,116.0,11.2,53.0,34.0,5.0,763.4,0.00,NC
112,112,2014-05-17 10:50:00+00:00,249,150.0,0.0,5640.0,5520.0,2.93,118.0,8.7,39.0,85.0,3.0,762.8,0.00,NC
113,113,2014-05-17 12:24:00+00:00,244,150.0,0.0,5820.0,5640.0,2.95,122.0,10.7,43.0,73.0,0.0,762.0,0.00,NC
114,114,2014-05-18 10:37:00+00:00,251,140.0,0.0,5700.0,5700.0,3.03,139.0,7.0,48.0,49.0,0.0,754.8,0.00,NC
115,115,2014-05-18 12:12:00+00:00,241,150.0,0.0,5820.0,5700.0,3.03,139.0,8.3,54.0,33.0,11.0,754.5,0.00,NC
116,116,2014-05-18 13:49:00+00:00,252,140.0,0.0,5520.0,5820.0,3.06,146.0,9.6,52.0,40.0,9.0,754.5,0.00,NC
117,117,2014-05-18 15:21:00+00:00,250,140.0,0.0,5280.0,5520.0,3.11,158.0,9.7,51.0,38.0,9.0,754.8,0.00,NC
118,118,2014-05-19 11:23:00+00:00,250,140.0,0.0,5820.0,5400.0,3.05,144.0,7.4,43.0,42.0,11.0,758.6,0.00,37
119,119,2014-05-19 13:00:00+00:00,240,140.0,0.0,5580.0,5820.0,3.06,146.0,8.7,46.0,39.0,13.0,759.1,0.00,40
120,120,2014-05-19 14:33:00+00:00,255,140.0,0.0,5520.0,5580.0,3.09,153.0,8.9,42.0,48.0,11.0,759.4,0.00,36
121,121,2014-05-19 16:05:00+00:00,239,140.0,0.0,5520.0,5520.0,3.11,158.0,8.8,39.0,66.0,7.0,760.2,0.00,34
122,122,2014-05-20 11:18:00+00:00,254,140.0,0.0,5340.0,5880.0,3.03,139.0,8.3,49.0,40.0,5.0,761.8,0.00,NC
123,123,2014-05-20 12:47:00+00:00,241,140.0,0.0,5760.0,5340.0,3.04,141.0,9.9,49.0,38.0,5.0,761.8,0.00,NC
124,124,2014-05-20 14:23:00+00:00,245,150.0,0.0,5040.0,5760.0,3.08,151.0,10.4,49.0,38.0,6.0,761.5,0.00,NC
125,125,2014-05-20 15:47:00+00:00,249,110.0,0.0,6120.0,5040.0,3.11,158.0,10.5,47.0,49.0,3.0,762.0,0.00,NC
126,126,2014-05-21 10:29:00+00:00,233,140.0,0.0,5700.0,5700.0,3.06,146.0,7.9,49.0,54.0,3.0,763.4,0.00,NC
127,127,2014-05-21 12:04:00+00:00,254,140.0,0.0,5340.0,5700.0,3.08,151.0,10.2,53.0,44.0,5.0,763.4,0.00,NC
128,128,2014-05-21 13:33:00+00:00,265,130.0,0.0,6360.0,5340.0,3.13,163.0,11.5,56.0,43.0,5.0,763.4,0.00,NC
129,129,2014-05-21 15:19:00+00:00,225,150.0,0.0,5520.0,6360.0,3.24,192.0,11.7,59.0,35.0,0.0,763.4,0.00,NC
130,130,2014-05-22 11:42:00+00:00,242,150.0,0.0,6120.0,5640.0,3.17,173.0,9.2,54.0,48.0,5.0,767.1,0.00,NC
131,131,2014-05-22 13:24:00+00:00,228,150.0,0.0,5460.0,6120.0,3.21,183.0,10.9,60.0,25.0,6.0,766.8,0.00,NC
132,132,2014-05-22 14:55:00+00:00,124,160.0,0.0,3660.0,5460.0,3.29,205.0,11.4,60.0,20.0,5.0,766.8,0.00,NC
133,133,2014-05-22 15:56:00+00:00,251,130.0,0.0,6180.0,3660.0,3.36,220.0,11.2,61.0,23.0,3.0,766.3,0.00,NC
134,134,2014-05-23 11:57:00+00:00,268,175.0,0.0,5760.0,6000.0,3.24,192.0,8.2,60.0,34.0,3.0,765.8,0.00,NC
135,135,2014-05-23 13:33:00+00:00,246,160.0,0.0,5100.0,5760.0,3.26,197.0,10.5,59.0,33.0,3.0,765.2,0.00,NC
136,136,2014-05-23 14:58:00+00:00,249,150.0,0.0,5760.0,5100.0,3.31,210.0,11.0,63.0,20.0,3.0,764.2,0.00,NC
137,137,2014-05-24 09:44:00+00:00,240,150.0,0.0,5640.0,4680.0,3.27,200.0,6.2,48.0,60.0,6.0,764.2,0.00,45
138,138,2014-05-24 11:18:00+00:00,257,120.0,0.0,5280.0,5640.0,3.27,200.0,8.7,54.0,50.0,3.0,763.6,0.00,NC
139,139,2014-05-24 12:46:00+00:00,249,130.0,0.0,5820.0,5280.0,3.3,207.0,10.5,56.0,45.0,5.0,763.1,0.00,NC
140,140,2014-05-24 14:23:00+00:00,123,130.0,0.0,3840.0,5820.0,3.36,220.0,11.4,57.0,41.0,7.0,763.1,0.00,NC
141,141,2014-05-24 15:27:00+00:00,263,140.0,0.0,6420.0,3840.0,3.42,234.0,11.3,62.0,33.0,5.0,762.6,0.00,NC
142,142,2014-05-24 17:14:00+00:00,225,140.0,0.0,6180.0,6420.0,3.54,263.0,10.4,56.0,41.0,3.0,762.3,0.00,NC
143,143,2014-05-25 09:56:00+00:00,225,140.0,0.0,5340.0,5460.0,3.47,246.0,6.4,48.0,70.0,3.0,765.8,0.00,NC
144,144,2014-05-25 11:25:00+00:00,238,150.0,0.0,5940.0,5340.0,3.44,239.0,7.8,52.0,58.0,5.0,765.5,0.00,NC
145,145,2014-05-25 13:04:00+00:00,226,150.0,0.0,5340.0,5940.0,3.48,249.0,10.0,56.0,48.0,3.0,764.7,0.00,NC
146,146,2014-05-25 14:33:00+00:00,252,150.0,0.0,5880.0,5340.0,3.54,263.0,10.7,55.0,46.0,7.0,764.4,0.00,NC
147,147,2014-05-25 16:11:00+00:00,251,150.0,0.0,6180.0,5880.0,3.63,284.0,10.3,58.0,40.0,0.0,763.9,0.00,NC
148,148,2014-05-25 17:54:00+00:00,246,150.0,0.0,5040.0,6180.0,3.7,303.0,9.1,56.0,45.0,0.0,763.6,0.00,NC
149,149,2014-05-26 10:39:00+00:00,233,120.0,0.0,5760.0,5100.0,3.43,237.0,7.6,51.0,58.0,5.0,765.5,0.00,NC
150,150,2014-05-26 12:15:00+00:00,209,145.0,0.0,5280.0,5760.0,3.44,239.0,9.8,56.0,46.0,0.0,765.2,0.00,NC
151,151,2014-05-26 13:43:00+00:00,252,130.0,0.0,5340.0,5280.0,3.47,246.0,10.9,63.0,35.0,7.0,765.0,0.00,NC
152,152,2014-05-26 15:12:00+00:00,252,140.0,0.0,5880.0,5340.0,3.56,268.0,11.3,66.0,24.0,8.0,764.7,0.00,NC
153,153,2014-05-26 16:50:00+00:00,238,130.0,0.0,6060.0,5880.0,3.64,287.0,10.4,65.0,26.0,6.0,764.7,0.00,NC
7240,7240,2014-05-26 18:31:00+00:00,247,160.0,0.0,5760.0,6060.0,3.64,287.0,10.4,65.0,26.0,6.0,764.7,0.00,NC
154,154,2014-05-27 10:10:00+00:00,134,140.0,0.0,4140.0,5640.0,3.46,244.0,6.7,58.0,35.0,3.0,765.5,0.00,NC
155,155,2014-05-27 11:19:00+00:00,285,120.0,0.0,5940.0,4140.0,3.46,244.0,8.4,59.0,33.0,5.0,765.5,0.00,NC
156,156,2014-05-27 12:58:00+00:00,244,140.0,0.0,5460.0,5940.0,3.46,244.0,10.3,68.0,26.0,5.0,765.0,0.00,NC
157,157,2014-05-27 14:29:00+00:00,245,130.0,0.0,6120.0,5460.0,3.5,253.0,11.4,67.0,33.0,8.0,765.2,0.00,NC
158,158,2014-05-27 16:11:00+00:00,198,130.0,0.0,5520.0,6120.0,3.58,274.0,11.3,67.0,23.0,7.0,765.0,0.00,M
159,159,2014-05-27 17:43:00+00:00,263,140.0,0.0,6540.0,5520.0,3.68,297.0,10.1,65.0,20.0,10.0,764.7,0.00,NC
160,160,2014-05-28 10:16:00+00:00,265,140.0,0.0,5760.0,6000.0,3.49,251.0,7.3,59.0,31.0,5.0,763.1,0.00,NC
161,161,2014-05-28 11:52:00+00:00,236,135.0,0.0,6420.0,5760.0,3.47,246.0,9.3,67.0,25.0,5.0,762.8,0.00,NC
162,162,2014-05-28 13:39:00+00:00,246,150.0,0.0,5460.0,6420.0,3.48,249.0,11.3,69.0,23.0,6.0,762.3,0.00,NC
163,163,2014-05-28 15:10:00+00:00,260,125.0,0.0,5760.0,5460.0,3.54,263.0,11.6,69.0,23.0,7.0,761.5,0.00,NC
164,164,2014-05-28 16:46:00+00:00,241,130.0,0.0,5820.0,5760.0,3.63,284.0,10.9,66.0,26.0,5.0,761.0,0.00,NC
165,165,2014-05-28 18:23:00+00:00,250,140.0,0.0,5460.0,5820.0,3.67,295.0,9.7,61.0,40.0,0.0,761.0,0.01,NC
166,166,2014-05-29 11:35:00+00:00,245,140.0,0.0,5640.0,5460.0,3.47,246.0,7.9,54.0,28.0,6.0,764.7,0.00,NC
167,167,2014-05-29 13:09:00+00:00,255,135.0,0.0,5220.0,5640.0,3.45,241.0,9.5,57.0,24.0,3.0,765.0,0.00,NC
168,168,2014-05-29 14:36:00+00:00,244,120.0,0.0,5940.0,5220.0,3.46,244.0,10.5,57.0,18.0,7.0,765.0,0.00,NC
169,169,2014-05-29 16:15:00+00:00,124,150.0,0.0,3480.0,5940.0,3.49,251.0,10.6,57.0,21.0,5.0,765.5,0.00,M
170,170,2014-05-29 17:13:00+00:00,276,120.0,0.0,6060.0,3480.0,3.5,253.0,10.4,58.0,19.0,3.0,765.5,0.00,NC
171,171,2014-05-29 18:54:00+00:00,115,130.0,0.0,4260.0,6060.0,3.52,258.0,9.4,56.0,22.0,7.0,765.5,0.00,NC
172,172,2014-05-30 10:19:00+00:00,221,150.0,0.0,5700.0,6540.0,3.35,217.0,7.2,47.0,45.0,0.0,766.3,0.00,NC
173,173,2014-05-30 11:54:00+00:00,255,150.0,0.0,6000.0,5700.0,3.33,215.0,9.2,51.0,37.0,5.0,766.0,0.00,NC
174,174,2014-05-30 13:34:00+00:00,249,150.0,0.0,5160.0,6000.0,3.34,215.0,11.2,56.0,35.0,6.0,765.2,0.00,NC
175,175,2014-05-31 10:41:00+00:00,220,150.0,0.0,5760.0,5820.0,3.38,225.0,6.8,52.0,56.0,6.0,762.8,0.00,NC
176,176,2014-05-31 12:17:00+00:00,238,145.0,0.0,5640.0,5760.0,3.36,220.0,8.2,57.0,48.0,3.0,761.8,0.00,NC
177,177,2014-05-31 13:51:00+00:00,236,120.0,0.0,6120.0,5640.0,3.37,222.0,9.1,55.0,54.0,3.0,761.8,0.00,NC
178,178,2014-05-31 15:33:00+00:00,220,140.0,0.0,5460.0,6120.0,3.37,222.0,9.7,56.0,48.0,8.0,762.3,0.00,NC
179,179,2014-05-31 17:04:00+00:00,239,150.0,0.0,5760.0,5460.0,3.38,225.0,9.7,54.0,41.0,5.0,762.0,0.00,NC
180,180,2014-05-31 18:40:00+00:00,248,150.0,0.0,5460.0,5760.0,3.38,225.0,9.2,52.0,44.0,0.0,762.3,0.00,NC
181,181,2014-06-01 09:59:00+00:00,225,140.0,0.0,5520.0,5220.0,3.36,220.0,6.1,39.0,88.0,0.0,763.4,0.01,NC
