,Unnamed: 0,datetime,duration,height,interpolated_height,time_to_next_eruption,time_since_last_eruption,Gage Height,Discharge,Water Temp,Temp,RH,Wind Speed,Atm Press,Precip,Wind Chill
2058,2058,2015-10-18 15:20:00+00:00,226,130.0,0.0,5700.0,5340.0,2.41,39.0,12.6,51.0,63.0,3.0,764.2,0.00,M
2059,2059,2015-10-19 10:17:00+00:00,238,150.0,0.0,5340.0,6240.0,2.4,38.2,10.4,44.0,92.0,0.0,761.0,m,NC
2060,2060,2015-10-19 11:46:00+00:00,218,140.0,0.0,5460.0,5340.0,2.42,39.9,10.5,45.0,89.0,0.0,760.7,0.01,NC
2061,2061,2015-10-19 13:17:00+00:00,244,130.0,0.0,6180.0,5460.0,2.41,39.0,10.7,42.0,91.0,0.0,760.4,0.14,NC
2062,2062,2015-10-19 15:00:00+00:00,238,145.0,0.0,5880.0,6180.0,2.43,40.9,10.7,42.0,88.0,0.0,760.2,0.04,NC
2063,2063,2015-10-20 09:40:00+00:00,235,125.0,0.0,6480.0,5220.0,2.45,42.8,9.5,37.0,92.0,0.0,763.4,0.01,NC
2064,2064,2015-10-20 11:28:00+00:00,225,135.0,0.0,5340.0,6480.0,2.47,44.8,9.7,37.0,92.0,0.0,763.4,0.01,NC
2065,2065,2015-10-20 12:57:00+00:00,254,150.0,0.0,6300.0,5340.0,2.47,44.8,9.8,37.0,92.0,0.0,763.4,0.01,NC
2066,2066,2015-10-20 14:42:00+00:00,227,137.0,1.0,5340.0,6300.0,2.5,47.9,9.9,37.0,92.0,0.0,763.4,0.01,NC
2067,2067,2015-10-21 09:41:00+00:00,233,145.0,0.0,5460.0,5520.0,2.43,39.9,9.1,33.0,100.0,0.0,769.0,0.00,NC
2068,2068,2015-10-21 11:12:00+00:00,252,140.0,0.0,5400.0,5460.0,2.42,39.0,10.1,41.0,82.0,0.0,768.5,0.00,NC
2069,2069,2015-10-21 12:42:00+00:00,252,120.0,0.0,5700.0,5400.0,2.42,39.0,11.1,42.0,67.0,5.0,768.2,0.00,39
2070,2070,2015-10-21 14:17:00+00:00,231,140.0,0.0,5580.0,5700.0,2.42,39.0,11.2,47.0,65.0,3.0,767.1,0.00,NC
2071,2071,2015-10-22 10:31:00+00:00,239,140.0,0.0,5880.0,5220.0,2.4,37.4,8.8,39.0,85.0,0.0,764.4,0.00,NC
2072,2072,2015-10-22 12:09:00+00:00,98,130.0,0.0,3840.0,5880.0,2.39,36.6,9.8,44.0,76.0,6.0,763.1,0.00,41
2073,2073,2015-10-22 13:13:00+00:00,245,135.0,0.0,5940.0,3840.0,2.39,36.6,10.0,46.0,67.0,6.0,762.0,0.00,43
2074,2074,2015-10-22 14:52:00+00:00,228,140.0,0.0,6060.0,5940.0,2.4,37.4,10.0,47.0,60.0,0.0,761.5,0.00,NC
2075,2075,2015-10-23 10:57:00+00:00,218,150.0,0.0,4740.0,6240.0,2.39,36.6,8.0,40.0,62.0,5.0,765.8,0.00,36
2076,2076,2015-10-23 12:16:00+00:00,197,137.0,1.0,6840.0,4740.0,2.4,37.4,8.7,42.0,54.0,5.0,765.5,0.00,39
2077,2077,2015-10-23 14:10:00+00:00,195,170.0,0.0,4800.0,6840.0,2.39,36.6,8.9,47.0,32.0,0.0,764.4,0.00,NC
2078,2078,2015-10-23 15:30:00+00:00,270,140.0,0.0,5640.0,4800.0,2.39,36.6,8.9,47.0,32.0,10.0,764.4,0.00,42
2079,2079,2015-10-24 10:27:00+00:00,224,170.0,0.0,5340.0,5940.0,2.38,35.8,7.9,41.0,48.0,0.0,767.1,0.00,NC
2080,2080,2015-10-24 11:56:00+00:00,218,135.0,0.0,5400.0,5340.0,2.38,35.8,9.0,44.0,48.0,5.0,766.3,0.00,41
2081,2081,2015-10-24 13:26:00+00:00,121,135.0,0.0,3720.0,5400.0,2.38,35.8,9.8,47.0,38.0,9.0,766.0,0.00,43
2082,2082,2015-10-24 14:28:00+00:00,242,125.0,0.0,6480.0,3720.0,2.39,36.6,9.8,48.0,37.0,6.0,765.5,0.00,45
2083,2083,2015-10-25 10:29:00+00:00,244,140.0,0.0,5040.0,6060.0,2.39,36.6,7.7,43.0,52.0,3.0,766.0,0.00,NC
2084,2084,2015-10-25 11:53:00+00:00,199,120.0,0.0,5880.0,5040.0,2.38,35.8,8.5,45.0,45.0,3.0,765.8,0.00,NC
2085,2085,2015-10-25 13:31:00+00:00,235,130.0,0.0,5220.0,5880.0,2.38,35.8,9.0,48.0,34.0,5.0,765.0,0.00,46
2086,2086,2015-10-25 14:58:00+00:00,268,130.0,0.0,5760.0,5220.0,2.38,35.8,9.4,48.0,37.0,0.0,764.4,0.00,NC
2087,2087,2015-10-26 10:48:00+00:00,233,145.0,0.0,5940.0,5460.0,2.4,37.4,8.3,36.0,89.0,3.0,761.5,m,NC
2088,2088,2015-10-26 12:27:00+00:00,248,130.0,0.0,5640.0,5940.0,2.41,38.2,9.1,39.0,72.0,10.0,761.5,m,32
2089,2089,2015-10-26 14:01:00+00:00,241,145.0,0.0,6240.0,5640.0,2.4,37.4,9.7,42.0,52.0,8.0,760.4,0.00,37
2090,2090,2015-10-27 09:58:00+00:00,250,137.0,1.0,5400.0,5100.0,2.4,37.4,6.9,30.0,74.0,3.0,762.0,0.02,NC
2091,2091,2015-10-27 11:28:00+00:00,256,140.0,0.0,6300.0,5400.0,2.4,37.4,7.4,32.0,65.0,7.0,762.8,0.00,25
2092,2092,2015-10-27 13:13:00+00:00,235,135.0,0.0,4980.0,6300.0,2.4,37.4,8.1,37.0,49.0,6.0,762.6,0.00,32
2093,2093,2015-10-27 14:36:00+00:00,265,130.0,0.0,5760.0,4980.0,2.4,37.4,8.7,39.0,48.0,6.0,762.6,0.00,35
2094,2094,2015-10-28 09:24:00+00:00,195,150.0,0.0,5340.0,6600.0,2.38,35.0,5.3,32.0,75.0,0.0,763.4,0.00,NC
2095,2095,2015-10-28 10:53:00+00:00,241,155.0,0.0,5640.0,5340.0,2.39,35.8,6.1,36.0,61.0,3.0,763.1,0.00,NC
2096,2096,2015-10-28 12:27:00+00:00,251,140.0,0.0,6360.0,5640.0,2.38,35.0,6.7,40.0,48.0,3.0,762.0,0.00,NC
2097,2097,2015-10-28 14:13:00+00:00,242,155.0,0.0,6120.0,6360.0,2.35,32.8,7.6,41.0,46.0,3.0,760.7,0.00,NC
2098,2098,2015-10-29 10:55:00+00:00,265,140.0,0.0,5460.0,5880.0,2.39,35.8,7.1,34.0,88.0,0.0,758.3,0.01,NC
2099,2099,2015-10-29 12:26:00+00:00,246,130.0,0.0,5760.0,5460.0,2.39,35.8,7.6,34.0,88.0,5.0,757.7,0.01,29
2100,2100,2015-10-29 14:02:00+00:00,220,130.0,0.0,6180.0,5760.0,2.4,36.6,7.9,35.0,84.0,3.0,757.2,0.00,NC
2101,2101,2015-10-30 10:40:00+00:00,246,150.0,0.0,6000.0,5880.0,2.38,35.0,6.5,34.0,63.0,0.0,759.9,0.00,NC
2102,2102,2015-10-30 12:20:00+00:00,248,135.0,0.0,5220.0,6000.0,2.39,35.8,6.7,32.0,69.0,7.0,759.6,0.00,25
2103,2103,2015-10-30 13:47:00+00:00,251,130.0,0.0,5280.0,5220.0,2.39,35.8,6.7,31.0,72.0,7.0,759.4,0.00,24
2104,2104,2015-10-30 15:15:00+00:00,253,130.0,0.0,5280.0,5280.0,2.39,35.8,6.8,30.0,81.0,3.0,758.3,0.02,NC
2105,2105,2015-12-15 10:55:00+00:00,239,140.0,0.0,5100.0,5940.0,2.38,33.9,2.0,9.0,76.0,0.0,754.3,0.00,NC
2106,2106,2015-12-15 12:20:00+00:00,239,130.0,0.0,5640.0,5100.0,2.38,33.9,2.3,17.0,67.0,5.0,753.7,0.00,9
2107,2107,2015-12-15 13:54:00+00:00,243,150.0,0.0,5520.0,5640.0,2.38,33.9,2.6,20.0,61.0,0.0,753.7,0.00,NC
2108,2108,2015-12-17 11:27:00+00:00,247,130.0,0.0,5760.0,5400.0,2.38,33.9,1.9,10.0,60.0,3.0,758.8,0.00,NC
2109,2109,2015-12-17 13:03:00+00:00,212,150.0,0.0,5040.0,5760.0,2.44,40.2,1.6,10.0,63.0,5.0,758.8,0.00,1
2110,2110,2015-12-18 10:50:00+00:00,191,135.0,0.0,6240.0,5280.0,2.42,38.0,2.2,17.0,87.0,0.0,759.9,0.02,NC
2111,2111,2015-12-18 12:34:00+00:00,231,150.0,0.0,5460.0,6240.0,2.43,39.1,2.9,24.0,83.0,0.0,759.9,0.01,NC
2112,2112,2015-12-18 14:05:00+00:00,244,150.0,0.0,5400.0,5460.0,2.41,37.0,2.3,27.0,84.0,0.0,759.4,0.01,NC
2113,2113,2015-12-20 10:47:00+00:00,254,145.0,0.0,6180.0,5820.0,2.4,35.9,4.2,24.0,77.0,5.0,753.2,0.00,18
2114,2114,2015-12-21 11:34:00+00:00,241,135.0,0.0,5520.0,5040.0,2.41,37.0,2.7,19.0,84.0,3.0,751.9,0.01,NC
2115,2115,2015-12-21 13:06:00+00:00,246,135.0,0.0,5220.0,5520.0,2.41,37.0,2.8,21.0,80.0,3.0,748.9,0.02,NC
2116,2116,2015-12-21 14:33:00+00:00,256,130.0,0.0,5760.0,5220.0,2.41,37.0,2.8,20.0,84.0,0.0,747.6,0.02,NC
2117,2117,2015-12-22 12:12:00+00:00,246,140.0,0.0,5520.0,5580.0,2.4,35.9,2.8,19.0,70.0,3.0,740.9,0.00,NC
2118,2118,2015-12-22 13:44:00+00:00,230,145.0,0.0,5880.0,5520.0,2.4,35.9,3.0,19.0,70.0,5.0,740.6,0.00,12
2119,2119,2015-12-22 15:22:00+00:00,255,145.0,0.0,5580.0,5880.0,2.4,35.9,3.1,17.0,70.0,8.0,740.1,0.00,7
2120,2120,2015-12-23 13:17:00+00:00,235,130.0,0.0,5280.0,5160.0,2.4,35.9,2.6,14.0,79.0,6.0,740.6,0.02,5
2121,2121,2015-12-23 14:45:00+00:00,232,140.0,0.0,5340.0,5280.0,2.39,34.9,3.1,13.0,76.0,5.0,741.4,0.00,5
2122,2122,2015-12-24 11:13:00+00:00,234,150.0,0.0,6180.0,5640.0,2.4,35.9,2.4,13.0,80.0,0.0,748.7,0.00,NC
2123,2123,2015-12-24 12:56:00+00:00,229,130.0,0.0,5220.0,6180.0,2.4,35.9,2.5,14.0,73.0,5.0,747.9,0.02,6
2124,2124,2015-12-24 14:23:00+00:00,254,130.0,0.0,6480.0,5220.0,2.4,35.9,2.7,16.0,67.0,8.0,747.6,0.01,5
2125,2125,2015-12-25 10:46:00+00:00,245,140.0,0.0,5760.0,5580.0,2.39,34.9,3.0,13.0,80.0,0.0,752.4,0.00,NC
2126,2126,2015-12-25 12:22:00+00:00,254,140.0,0.0,5820.0,5760.0,2.39,34.9,3.6,14.0,76.0,3.0,752.7,0.00,NC
2127,2127,2015-12-25 13:59:00+00:00,266,135.0,0.0,4920.0,5820.0,2.4,35.9,3.4,13.0,76.0,0.0,752.9,0.02,NC
2128,2128,2015-12-28 13:10:00+00:00,245,150.0,0.0,4860.0,6180.0,2.43,39.1,1.9,11.0,76.0,0.0,751.3,0.00,NC
2129,2129,2015-12-28 14:31:00+00:00,204,150.0,0.0,5940.0,4860.0,2.42,38.0,1.5,12.0,72.0,0.0,750.8,0.00,NC
2130,2130,2015-12-29 10:42:00+00:00,263,137.0,1.0,5820.0,5580.0,2.4,35.9,2.0,5.0,86.0,0.0,754.0,0.00,NC
2131,2131,2015-12-30 14:37:00+00:00,234,160.0,0.0,5400.0,5700.0,2.4,35.9,1.8,4.0,79.0,3.0,759.6,0.00,NC
2132,2132,2015-12-31 12:42:00+00:00,242,135.0,0.0,6000.0,5280.0,2.39,34.9,1.8,-0.0,75.0,0.0,767.7,0.00,NC
2133,2133,2015-12-31 14:22:00+00:00,225,150.0,0.0,5400.0,6000.0,2.42,38.0,1.3,4.0,68.0,3.0,767.1,0.00,NC
2134,2134,2016-01-03 15:09:00+00:00,209,145.0,0.0,5340.0,5760.0,2.42,38.0,2.1,18.0,64.0,0.0,764.7,0.00,NC
2135,2135,2016-01-04 13:05:00+00:00,253,137.0,1.0,5280.0,6600.0,2.38,33.9,4.2,18.0,77.0,0.0,759.4,0.00,NC
2136,2136,2016-01-04 14:33:00+00:00,239,137.0,1.0,5280.0,5280.0,2.39,34.9,4.6,20.0,70.0,0.0,758.6,0.00,NC
2137,2137,2016-01-05 10:46:00+00:00,273,140.0,0.0,6060.0,5340.0,2.4,35.9,5.1,21.0,87.0,0.0,755.9,0.00,NC
2138,2138,2016-01-05 12:27:00+00:00,253,150.0,0.0,5400.0,6060.0,2.39,34.9,5.6,24.0,83.0,0.0,755.6,0.00,NC
2139,2139,2016-01-05 13:57:00+00:00,252,140.0,0.0,5760.0,5400.0,2.4,35.9,6.0,27.0,81.0,0.0,754.5,0.00,NC
2140,2140,2016-01-06 10:36:00+00:00,240,150.0,0.0,5820.0,6360.0,2.4,35.9,5.9,25.0,92.0,0.0,754.0,0.00,NC
2141,2141,2016-01-06 12:13:00+00:00,258,145.0,0.0,5220.0,5820.0,2.4,35.9,6.2,25.0,87.0,0.0,753.2,0.00,NC
2142,2142,2016-01-06 13:40:00+00:00,235,130.0,0.0,5940.0,5220.0,2.4,35.9,6.5,27.0,78.0,0.0,752.7,0.00,NC
2143,2143,2016-01-07 10:13:00+00:00,241,150.0,0.0,5760.0,5160.0,2.39,34.9,6.0,24.0,91.0,0.0,752.7,0.00,NC
2144,2144,2016-01-07 11:49:00+00:00,233,140.0,0.0,5760.0,5760.0,2.39,34.9,6.7,24.0,91.0,0.0,752.7,0.00,NC
2145,2145,2016-01-07 13:25:00+00:00,235,155.0,0.0,5460.0,5760.0,2.4,35.9,6.6,25.0,87.0,3.0,751.9,0.00,NC
2146,2146,2016-01-07 14:56:00+00:00,250,140.0,0.0,6360.0,5460.0,2.4,35.9,6.7,27.0,78.0,0.0,751.6,0.00,NC
2147,2147,2016-01-08 11:41:00+00:00,249,150.0,0.0,5760.0,5940.0,2.4,35.9,4.9,23.0,62.0,0.0,755.1,0.00,M
2148,2148,2016-01-08 13:17:00+00:00,210,137.0,1.0,6120.0,5760.0,2.4,35.9,5.0,27.0,46.0,0.0,754.8,0.00,M
2149,2149,2016-01-09 11:25:00+00:00,244,137.0,1.0,5460.0,5700.0,2.39,34.9,4.4,17.0,80.0,0.0,759.4,0.00,NC
2150,2150,2016-01-09 12:56:00+00:00,255,130.0,0.0,5760.0,5460.0,2.4,35.9,4.6,19.0,64.0,6.0,758.6,0.00,11
2151,2151,2016-01-09 14:32:00+00:00,225,150.0,0.0,5640.0,5760.0,2.39,34.9,4.7,19.0,70.0,7.0,758.3,0.00,10
2152,2152,2016-01-10 11:14:00+00:00,244,150.0,0.0,5640.0,6240.0,2.38,33.9,3.9,15.0,63.0,0.0,762.3,0.00,NC
2153,2153,2016-01-10 12:48:00+00:00,239,150.0,0.0,5460.0,5640.0,2.38,33.9,4.1,16.0,64.0,3.0,762.3,0.00,NC
2154,2154,2016-01-11 10:12:00+00:00,250,160.0,0.0,5280.0,6120.0,2.38,33.9,2.6,10.0,75.0,3.0,765.5,0.00,NC
2155,2155,2016-01-11 11:40:00+00:00,249,130.0,0.0,5520.0,5280.0,2.37,32.9,3.1,11.0,72.0,3.0,765.8,0.00,NC
2156,2156,2016-01-12 10:31:00+00:00,264,130.0,0.0,5400.0,5220.0,2.39,34.9,2.8,12.0,76.0,3.0,766.6,0.00,NC
2157,2157,2016-01-12 12:01:00+00:00,230,135.0,0.0,5460.0,5400.0,2.38,33.9,3.4,19.0,64.0,5.0,765.2,0.00,12
2158,2158,2016-01-12 13:32:00+00:00,217,135.0,0.0,5460.0,5460.0,2.39,34.9,3.5,21.0,62.0,5.0,765.0,0.00,14
2159,2159,2016-01-12 15:03:00+00:00,269,140.0,0.0,5640.0,5460.0,2.37,32.9,3.6,18.0,73.0,3.0,765.0,0.00,NC
2160,2160,2016-01-13 12:36:00+00:00,233,135.0,0.0,5280.0,5640.0,2.38,33.9,4.6,15.0,80.0,3.0,757.5,0.00,NC
2161,2161,2016-01-13 14:04:00+00:00,232,130.0,0.0,5400.0,5280.0,2.38,33.9,5.0,30.0,46.0,0.0,755.6,0.00,NC
2162,2162,2016-01-14 10:39:00+00:00,211,150.0,0.0,5820.0,6180.0,2.38,33.9,3.4,21.0,80.0,6.0,753.7,0.00,13
2163,2163,2016-01-14 12:16:00+00:00,243,150.0,0.0,5700.0,5820.0,2.4,35.9,4.4,23.0,71.0,5.0,752.9,0.00,17
2164,2164,2016-01-14 13:51:00+00:00,226,140.0,0.0,5940.0,5700.0,2.39,34.9,4.6,24.0,64.0,7.0,752.9,0.00,16
2165,2165,2016-01-15 13:21:00+00:00,207,130.0,0.0,5340.0,5220.0,2.38,33.9,4.0,18.0,67.0,8.0,752.9,0.00,8
2166,2166,2016-01-15 14:50:00+00:00,225,135.0,0.0,5280.0,5340.0,2.39,34.9,4.0,17.0,61.0,11.0,753.2,0.01,5
2167,2167,2016-01-16 11:27:00+00:00,244,130.0,0.0,5760.0,5640.0,2.38,33.9,3.5,17.0,80.0,0.0,757.5,0.00,NC
2168,2168,2016-01-17 10:06:00+00:00,242,140.0,0.0,5580.0,5520.0,2.39,34.9,3.9,20.0,84.0,0.0,760.7,0.00,NC
2169,2169,2016-01-17 11:39:00+00:00,243,140.0,0.0,5520.0,5580.0,2.39,34.9,4.3,24.0,74.0,3.0,761.0,0.00,NC
2170,2170,2016-01-17 13:11:00+00:00,235,135.0,0.0,6060.0,5520.0,2.39,34.9,4.6,23.0,80.0,7.0,761.5,0.00,15
2171,2171,2016-01-17 14:52:00+00:00,231,150.0,0.0,5460.0,6060.0,2.39,34.9,4.8,24.0,77.0,0.0,761.0,0.00,NC
2172,2172,2016-01-18 11:34:00+00:00,220,150.0,0.0,5580.0,5880.0,2.4,35.9,5.2,27.0,88.0,0.0,758.3,0.03,NC
2173,2173,2016-01-18 13:07:00+00:00,260,130.0,0.0,5760.0,5580.0,2.39,34.9,5.7,30.0,81.0,5.0,757.2,0.01,25
2174,2174,2016-01-18 14:43:00+00:00,104,155.0,0.0,3420.0,5760.0,2.39,34.9,5.8,29.0,81.0,3.0,756.9,0.01,NC
2175,2175,2016-01-18 15:40:00+00:00,264,140.0,0.0,6540.0,3420.0,2.4,35.9,5.8,29.0,78.0,6.0,757.5,0.00,23
2176,2176,2016-01-19 11:09:00+00:00,230,150.0,0.0,4980.0,6360.0,2.38,33.9,4.7,22.0,77.0,3.0,762.3,0.00,NC
2177,2177,2016-01-19 12:32:00+00:00,230,130.0,0.0,5820.0,4980.0,2.38,33.9,5.1,22.0,77.0,3.0,761.8,0.00,NC
2178,2178,2016-01-19 14:09:00+00:00,235,145.0,0.0,5820.0,5820.0,2.39,34.9,5.4,24.0,74.0,3.0,759.6,0.00,NC
2179,2179,2016-01-20 10:19:00+00:00,245,130.0,0.0,5640.0,5820.0,2.39,34.9,4.3,24.0,74.0,7.0,756.9,0.00,16
2180,2180,2016-01-20 11:53:00+00:00,230,140.0,0.0,5760.0,5640.0,2.39,34.9,4.9,26.0,68.0,5.0,757.5,0.00,20
2181,2181,2016-01-20 13:29:00+00:00,249,160.0,0.0,6120.0,5760.0,2.39,34.9,5.5,27.0,68.0,7.0,758.0,0.00,19
2182,2182,2016-01-20 15:11:00+00:00,242,150.0,0.0,5760.0,6120.0,2.39,34.9,5.4,27.0,68.0,9.0,759.6,0.00,18
2183,2183,2016-01-21 11:46:00+00:00,219,145.0,0.0,5580.0,5460.0,2.39,34.9,4.6,20.0,77.0,3.0,769.0,0.01,NC
2184,2184,2016-01-21 13:19:00+00:00,235,137.0,1.0,5400.0,5580.0,2.38,33.9,4.9,22.0,74.0,3.0,768.5,0.00,NC
2185,2185,2016-01-21 14:49:00+00:00,227,150.0,0.0,5640.0,5400.0,2.39,34.9,5.0,22.0,74.0,3.0,767.9,0.00,NC
2186,2186,2016-01-22 14:47:00+00:00,245,150.0,0.0,5820.0,5340.0,2.38,33.9,5.7,27.0,68.0,0.0,762.6,0.00,NC
2187,2187,2016-01-23 11:25:00+00:00,228,140.0,0.0,5760.0,5700.0,2.39,34.9,5.3,22.0,81.0,0.0,759.1,0.00,NC
2188,2188,2016-01-23 13:01:00+00:00,220,160.0,0.0,5520.0,5760.0,2.38,33.9,5.8,25.0,68.0,0.0,756.9,0.00,NC
2189,2189,2016-01-23 14:33:00+00:00,251,150.0,0.0,5340.0,5520.0,2.39,34.9,6.1,26.0,68.0,0.0,756.7,0.00,NC
2190,2190,2016-01-24 11:21:00+00:00,235,140.0,0.0,6420.0,5880.0,2.38,33.9,5.8,25.0,71.0,0.0,754.5,0.00,NC
2191,2191,2016-01-24 13:08:00+00:00,251,150.0,0.0,5400.0,6420.0,2.38,33.9,6.1,27.0,65.0,9.0,754.0,0.00,18
2192,2192,2016-01-25 13:38:00+00:00,241,135.0,0.0,5280.0,5460.0,2.37,32.9,3.4,16.0,73.0,3.0,762.0,0.00,NC
2193,2193,2016-01-25 15:06:00+00:00,250,125.0,0.0,5400.0,5280.0,2.38,33.9,3.2,22.0,54.0,3.0,761.5,0.00,NC
2194,2194,2016-01-26 11:25:00+00:00,258,135.0,0.0,5400.0,5340.0,2.38,33.9,3.8,14.0,79.0,0.0,769.0,0.00,NC
2195,2195,2016-01-26 12:55:00+00:00,221,150.0,0.0,5820.0,5400.0,2.37,32.9,4.3,16.0,76.0,0.0,769.0,0.00,NC
2196,2196,2016-01-26 14:32:00+00:00,205,140.0,0.0,5340.0,5820.0,2.38,33.9,4.4,17.0,73.0,0.0,768.7,0.00,NC
2197,2197,2016-01-27 14:22:00+00:00,189,160.0,0.0,5160.0,5880.0,2.38,33.9,5.9,23.0,80.0,3.0,770.1,0.00,NC
2198,2198,2016-01-27 15:48:00+00:00,120,140.0,0.0,4020.0,5160.0,2.38,33.9,5.9,25.0,80.0,3.0,769.5,0.00,NC
2199,2199,2016-01-28 11:46:00+00:00,240,150.0,0.0,6600.0,5700.0,2.38,33.9,4.2,14.0,87.0,5.0,765.8,0.00,6
2200,2200,2016-01-28 13:36:00+00:00,244,140.0,0.0,5160.0,6600.0,2.38,33.9,4.7,26.0,71.0,0.0,763.4,0.00,NC
2201,2201,2016-01-28 15:02:00+00:00,229,130.0,0.0,5280.0,5160.0,2.37,32.9,4.8,35.0,45.0,0.0,762.0,0.00,M
2202,2202,2016-01-29 11:12:00+00:00,227,150.0,0.0,5820.0,5700.0,2.38,33.9,4.0,25.0,80.0,8.0,758.8,0.00,16
2203,2203,2016-01-29 12:49:00+00:00,250,140.0,0.0,5700.0,5820.0,2.39,34.9,4.4,25.0,87.0,0.0,757.2,0.02,NC
2204,2204,2016-01-29 14:24:00+00:00,237,137.0,1.0,5700.0,5700.0,2.39,34.9,4.4,26.0,88.0,5.0,754.0,0.02,20
2205,2205,2016-01-31 10:29:00+00:00,245,145.0,0.0,6120.0,4620.0,2.37,32.9,3.7,13.0,83.0,0.0,754.0,0.00,NC
2206,2206,2016-01-31 12:11:00+00:00,240,140.0,0.0,5700.0,6120.0,2.39,34.9,4.1,20.0,59.0,3.0,753.2,0.00,NC
2207,2207,2016-01-31 13:46:00+00:00,233,135.0,0.0,5400.0,5700.0,2.39,34.9,4.5,19.0,58.0,7.0,752.7,0.00,10
2208,2208,2016-01-31 15:16:00+00:00,246,145.0,0.0,5760.0,5400.0,2.39,34.9,4.2,19.0,51.0,0.0,752.1,0.00,NC
2209,2209,2016-02-02 13:13:00+00:00,238,145.0,0.0,5640.0,5520.0,2.49,47.0,1.8,5.0,72.0,3.0,756.7,0.00,NC
2210,2210,2016-02-02 14:47:00+00:00,235,145.0,0.0,5820.0,5640.0,2.49,47.0,1.6,9.0,66.0,0.0,756.1,0.00,NC
2211,2211,2016-02-03 10:43:00+00:00,235,137.0,1.0,5580.0,6060.0,2.38,33.9,2.2,1.0,86.0,0.0,762.3,0.00,NC
2212,2212,2016-02-03 12:16:00+00:00,255,150.0,0.0,6600.0,5580.0,2.47,43.5,1.9,7.0,76.0,0.0,762.6,0.00,NC
2213,2213,2016-02-03 14:06:00+00:00,233,150.0,0.0,5220.0,6600.0,2.39,34.9,1.9,14.0,58.0,6.0,761.8,0.00,5
2214,2214,2016-02-03 15:33:00+00:00,250,160.0,0.0,6000.0,5220.0,2.39,34.9,1.8,15.0,55.0,6.0,762.0,0.00,6
2215,2215,2016-02-05 10:53:00+00:00,247,140.0,0.0,5160.0,5640.0,2.37,32.9,3.3,12.0,83.0,0.0,769.8,0.00,NC
2216,2216,2016-02-05 12:19:00+00:00,216,150.0,0.0,6240.0,5160.0,2.37,32.9,3.9,18.0,73.0,0.0,769.3,0.00,NC
2217,2217,2016-02-05 14:03:00+00:00,201,160.0,0.0,5160.0,6240.0,2.36,32.0,4.4,24.0,61.0,0.0,768.7,0.00,NC
2218,2218,2016-02-05 15:29:00+00:00,242,140.0,0.0,5640.0,5160.0,2.37,32.9,4.4,22.0,67.0,7.0,769.0,0.00,13
2219,2219,2016-02-06 11:46:00+00:00,228,150.0,0.0,6060.0,5520.0,2.38,33.9,4.6,22.0,77.0,8.0,766.0,0.00,13
2220,2220,2016-02-06 13:27:00+00:00,229,150.0,0.0,5220.0,6060.0,2.38,33.9,4.4,24.0,70.0,9.0,766.0,0.00,14
2221,2221,2016-02-06 14:54:00+00:00,262,140.0,0.0,6480.0,5220.0,2.38,33.9,4.4,24.0,70.0,10.0,765.2,0.00,14
2222,2222,2016-02-07 11:42:00+00:00,237,155.0,0.0,5520.0,4140.0,2.37,32.9,4.3,23.0,62.0,0.0,771.7,0.00,NC
2223,2223,2016-02-07 13:14:00+00:00,214,130.0,0.0,6120.0,5520.0,2.38,33.9,4.7,30.0,39.0,6.0,771.1,0.00,24
2224,2224,2016-02-07 14:56:00+00:00,209,150.0,0.0,5400.0,6120.0,2.37,32.9,4.9,30.0,42.0,6.0,771.4,0.00,24
2225,2225,2016-02-08 15:31:00+00:00,235,137.0,1.0,5220.0,6000.0,2.37,32.9,5.7,33.0,58.0,3.0,774.1,0.00,NC
2226,2226,2016-02-10 11:42:00+00:00,242,135.0,0.0,5340.0,5700.0,2.37,32.9,5.3,26.0,68.0,0.0,769.3,0.00,NC
2227,2227,2016-02-10 13:11:00+00:00,240,130.0,0.0,5820.0,5340.0,2.37,32.9,6.0,28.0,60.0,3.0,769.0,0.01,NC
2228,2228,2016-02-11 10:58:00+00:00,235,140.0,0.0,5220.0,5580.0,2.37,32.9,6.3,33.0,58.0,0.0,769.0,0.00,NC
2229,2229,2016-02-11 12:25:00+00:00,227,135.0,0.0,5640.0,5220.0,2.37,32.9,6.8,35.0,53.0,8.0,769.0,0.00,28
2230,2230,2016-02-11 13:59:00+00:00,222,140.0,0.0,5220.0,5640.0,2.37,32.9,7.4,42.0,37.0,7.0,768.2,0.00,38
2231,2231,2016-02-12 10:30:00+00:00,219,140.0,0.0,5400.0,5940.0,2.37,32.9,7.1,33.0,75.0,0.0,769.0,0.00,NC
2232,2232,2016-02-12 12:00:00+00:00,227,155.0,0.0,5580.0,5400.0,2.37,32.9,7.9,36.0,61.0,3.0,768.2,0.00,NC
2233,2233,2016-02-12 13:33:00+00:00,243,130.0,0.0,5640.0,5580.0,2.37,32.9,8.2,43.0,33.0,6.0,767.7,0.00,39
2234,2234,2016-02-12 15:07:00+00:00,230,130.0,0.0,5640.0,5640.0,2.37,32.9,7.9,44.0,29.0,8.0,766.8,0.00,39
2235,2235,2016-02-13 11:31:00+00:00,238,130.0,0.0,5520.0,5760.0,2.38,33.9,5.9,30.0,65.0,9.0,760.4,0.00,22
2236,2236,2016-02-13 13:03:00+00:00,226,120.0,0.0,5940.0,5520.0,2.37,32.9,6.4,28.0,74.0,13.0,761.0,0.02,17
