,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,datetime,duration,height,interpolated_height,time_to_next_eruption,time_since_last_eruption,Orig. Weather Idx,Unnamed: 0.1.1.1,Temp,RH,Wind Speed,Wind Direction,Peak Wind Gust,Atm Press,Precip,Daily Precip Cumsum,Daily Wind Speed Cumsum
0,0,0,0,2014-04-18 09:32:00+00:00,248,150.0,0.0,5280.0,5880.0,8,8,34.0,96.0,0.0,M,m,756.1,0.14,0.67,6.0
1,1,1,1,2014-04-18 11:00:00+00:00,245,135.0,0.0,5580.0,5280.0,10,10,35.0,88.0,7.0,M,m,756.7,0.04,0.7400000000000001,13.0
2,2,2,2,2014-04-18 12:33:00+00:00,240,140.0,0.0,6540.0,5580.0,11,11,36.0,89.0,6.0,M,m,757.2,0.01,0.7500000000000001,19.0
3,3,3,3,2014-04-18 14:22:00+00:00,250,150.0,0.0,5940.0,6540.0,13,13,37.0,72.0,7.0,M,21,757.5,0.0,0.7500000000000001,36.0
4,4,4,4,2014-04-18 16:01:00+00:00,237,145.0,0.0,5700.0,5940.0,15,15,37.0,66.0,7.0,M,18,756.9,0.0,0.7500000000000001,57.0
5,5,5,5,2014-04-19 10:46:00+00:00,149,155.0,0.0,3180.0,5940.0,33,33,41.0,28.0,3.0,M,m,761.5,0.0,0.0,12.0
6,6,6,6,2014-04-19 11:39:00+00:00,272,140.0,0.0,6420.0,3180.0,34,34,44.0,23.0,6.0,M,m,761.8,0.0,0.0,18.0
7,7,7,7,2014-04-19 13:26:00+00:00,234,140.0,0.0,5580.0,6420.0,36,36,46.0,22.0,7.0,M,m,761.8,0.0,0.0,31.0
8,8,8,8,2014-04-19 14:59:00+00:00,242,150.0,0.0,5640.0,5580.0,38,38,47.0,22.0,6.0,M,m,761.5,0.0,0.0,43.0
9,9,9,9,2014-04-19 16:33:00+00:00,126,150.0,0.0,3660.0,5640.0,39,39,47.0,22.0,6.0,M,m,761.5,0.0,0.0,49.0
10,10,10,10,2014-04-20 11:19:00+00:00,218,160.0,0.0,5340.0,5640.0,58,58,45.0,36.0,11.0,260,16,765.0,0.0,0.0,43.0
11,11,11,11,2014-04-20 12:48:00+00:00,239,145.0,0.0,5700.0,5340.0,59,59,46.0,33.0,15.0,280,23,765.2,0.0,0.0,58.0
12,12,12,12,2014-04-20 14:23:00+00:00,246,135.0,0.0,5580.0,5700.0,61,61,48.0,28.0,6.0,M,16,765.5,0.0,0.0,69.0
13,13,13,13,2014-04-20 15:56:00+00:00,239,155.0,0.0,5160.0,5580.0,63,63,47.0,26.0,7.0,M,18,765.5,0.0,0.0,89.0
14,14,14,14,2014-04-21 12:33:00+00:00,235,145.0,0.0,5520.0,5700.0,83,83,42.0,36.0,5.0,M,m,766.8,0.0,0.0,16.0
15,15,15,15,2014-04-21 14:05:00+00:00,235,135.0,0.0,6240.0,5520.0,85,85,46.0,33.0,3.0,M,m,765.8,0.0,0.0,24.0
16,16,16,16,2014-04-21 15:49:00+00:00,215,145.0,0.0,4800.0,6240.0,86,86,45.0,36.0,7.0,M,m,765.2,0.0,0.0,31.0
17,17,17,17,2014-04-22 10:20:00+00:00,264,160.0,0.0,5640.0,6120.0,105,105,42.0,75.0,0.0,M,m,756.4,0.0,0.29,8.0
18,18,18,18,2014-04-22 11:54:00+00:00,254,120.0,0.0,5880.0,5640.0,106,106,45.0,70.0,0.0,M,m,755.3,0.0,0.29,8.0
19,19,19,19,2014-04-22 13:32:00+00:00,246,130.0,0.0,5760.0,5880.0,108,108,48.0,51.0,5.0,M,m,752.9,0.0,0.29,19.0
20,20,20,20,2014-04-22 15:08:00+00:00,234,135.0,0.0,5400.0,5760.0,110,110,49.0,45.0,0.0,M,m,751.3,0.0,0.29,22.0
21,21,21,21,2014-04-23 11:15:00+00:00,132,130.0,0.0,4020.0,6000.0,130,130,29.0,55.0,13.0,270,20,754.5,0.0,0.04,88.0
22,22,22,22,2014-04-23 12:22:00+00:00,270,130.0,0.0,6180.0,4020.0,131,131,32.0,41.0,14.0,280,21,755.1,0.0,0.04,102.0
23,23,23,23,2014-04-23 14:05:00+00:00,110,125.0,0.0,4200.0,6180.0,133,133,32.0,41.0,9.0,280,m,756.4,0.0,0.04,120.0
24,24,24,24,2014-04-23 15:15:00+00:00,272,140.0,0.0,6540.0,4200.0,134,134,31.0,41.0,9.0,M,m,756.4,0.0,0.04,129.0
25,25,25,25,2014-04-24 11:39:00+00:00,234,155.0,0.0,4920.0,5460.0,153,153,34.0,63.0,5.0,M,m,758.6,0.0,0.0,43.0
26,26,26,26,2014-04-24 13:01:00+00:00,218,130.0,0.0,5760.0,4920.0,155,155,35.0,69.0,6.0,M,m,758.0,0.01,0.01,52.0
27,27,27,27,2014-04-24 14:37:00+00:00,237,137.0,1.0,6000.0,5760.0,156,156,35.0,75.0,7.0,M,m,758.0,0.0,0.01,59.0
28,28,28,28,2014-04-24 16:17:00+00:00,237,145.0,0.0,5880.0,6000.0,158,158,35.0,72.0,5.0,M,m,758.0,0.0,0.01,72.0
29,29,29,29,2014-04-25 10:40:00+00:00,255,130.0,0.0,5760.0,5520.0,176,176,36.0,78.0,3.0,100,m,755.3,0.0,0.0,3.0
30,30,30,30,2014-04-25 12:16:00+00:00,238,130.0,0.0,5880.0,5760.0,178,178,41.0,64.0,0.0,M,m,754.5,0.0,0.0,9.0
31,31,31,31,2014-04-25 13:54:00+00:00,250,160.0,0.0,6360.0,5880.0,179,179,40.0,67.0,5.0,M,m,754.3,0.0,0.0,14.0
32,32,32,32,2014-04-25 15:40:00+00:00,258,150.0,0.0,5340.0,6360.0,181,181,41.0,61.0,0.0,M,m,753.2,0.0,0.0,14.0
33,33,33,33,2014-04-26 11:33:00+00:00,254,137.0,1.0,5460.0,5280.0,201,201,36.0,85.0,0.0,M,m,747.3,0.0,0.1,9.0
34,34,34,34,2014-04-26 13:04:00+00:00,231,150.0,0.0,6180.0,5460.0,203,203,37.0,85.0,3.0,120,m,746.3,0.0,0.14,15.0
35,35,35,35,2014-04-26 14:47:00+00:00,241,150.0,0.0,5340.0,6180.0,204,204,38.0,78.0,5.0,120,m,746.0,0.0,0.14,20.0
36,36,36,36,2014-04-26 16:16:00+00:00,227,140.0,0.0,5220.0,5340.0,206,206,34.0,96.0,0.0,M,m,746.0,0.06,0.2,23.0
37,37,37,37,2014-04-27 11:09:00+00:00,264,140.0,0.0,5580.0,5580.0,225,225,32.0,65.0,9.0,280,m,751.9,0.0,0.05,34.0
38,38,38,38,2014-04-27 12:42:00+00:00,241,135.0,0.0,5760.0,5580.0,226,226,32.0,63.0,7.0,M,m,752.1,0.0,0.05,41.0
39,39,39,39,2014-04-27 14:18:00+00:00,232,135.0,0.0,5580.0,5760.0,228,228,34.0,58.0,8.0,270,22,752.4,0.0,0.05,59.0
40,40,40,40,2014-04-27 15:51:00+00:00,256,155.0,0.0,5280.0,5580.0,229,229,33.0,63.0,7.0,M,17,752.1,0.0,0.05,66.0
41,41,41,41,2014-04-28 10:40:00+00:00,245,120.0,0.0,5400.0,5760.0,245,245,25.0,65.0,9.0,300,21,758.6,0.0,0.01,38.0
42,42,42,42,2014-04-28 12:10:00+00:00,238,130.0,0.0,6060.0,5400.0,247,247,27.0,65.0,7.0,M,21,759.4,0.0,0.01,54.0
43,43,43,43,2014-04-28 13:51:00+00:00,254,140.0,0.0,5100.0,6060.0,248,248,28.0,65.0,9.0,300,m,759.9,0.01,0.02,63.0
44,44,44,44,2014-04-28 15:16:00+00:00,250,150.0,0.0,5400.0,5100.0,250,250,27.0,62.0,0.0,M,m,761.5,0.01,0.04,72.0
45,45,45,45,2014-04-29 11:13:00+00:00,254,150.0,0.0,5520.0,5520.0,268,268,31.0,53.0,5.0,M,17,771.7,0.0,0.0,24.0
46,46,46,46,2014-04-29 12:45:00+00:00,243,150.0,0.0,6000.0,5520.0,269,269,35.0,45.0,6.0,M,m,771.7,0.0,0.0,30.0
47,47,47,47,2014-04-29 14:25:00+00:00,216,140.0,0.0,5280.0,6000.0,271,271,34.0,47.0,9.0,320,18,771.9,0.0,0.0,42.0
48,48,48,48,2014-04-29 15:53:00+00:00,241,140.0,0.0,5520.0,5280.0,272,272,34.0,51.0,7.0,M,21,772.2,0.0,0.0,49.0
49,49,49,49,2014-04-30 15:29:00+00:00,104,150.0,0.0,3300.0,6180.0,294,294,44.0,24.0,6.0,M,20,771.4,0.0,0.0,46.0
50,50,50,50,2014-04-30 16:24:00+00:00,231,130.0,0.0,6240.0,3300.0,295,295,45.0,23.0,5.0,M,m,771.1,0.0,0.0,51.0
51,51,51,51,2014-05-01 12:02:00+00:00,248,130.0,0.0,6000.0,5160.0,313,313,43.0,41.0,5.0,M,m,768.7,0.0,0.0,14.0
52,52,52,52,2014-05-01 13:42:00+00:00,231,150.0,0.0,5520.0,6000.0,314,314,51.0,29.0,0.0,M,m,768.2,0.0,0.0,14.0
53,53,53,53,2014-05-01 15:14:00+00:00,253,135.0,0.0,5520.0,5520.0,316,316,54.0,25.0,3.0,M,m,767.4,0.0,0.0,24.0
54,54,54,54,2014-05-02 10:03:00+00:00,237,150.0,0.0,5820.0,5220.0,334,334,43.0,50.0,6.0,90,m,764.7,0.0,0.0,14.0
55,55,55,55,2014-05-02 11:40:00+00:00,228,130.0,0.0,5460.0,5820.0,334,334,43.0,50.0,6.0,90,m,764.7,0.0,0.0,14.0
56,56,56,56,2014-05-02 13:11:00+00:00,245,150.0,0.0,5520.0,5460.0,334,334,43.0,50.0,6.0,90,m,764.7,0.0,0.0,14.0
57,57,57,57,2014-05-02 14:43:00+00:00,247,130.0,0.0,5520.0,5520.0,334,334,43.0,50.0,6.0,90,m,764.7,0.0,0.0,14.0
58,58,58,58,2014-05-02 16:15:00+00:00,239,155.0,0.0,6180.0,5520.0,335,335,57.0,17.0,17.0,280,25,762.3,0.0,0.0,31.0
59,59,59,59,2014-05-03 10:50:00+00:00,254,150.0,0.0,6180.0,5580.0,353,353,55.0,26.0,5.0,M,m,759.4,0.0,0.0,13.0
60,60,60,60,2014-05-03 12:33:00+00:00,230,150.0,0.0,5820.0,6180.0,355,355,57.0,23.0,9.0,250,24,759.1,0.0,0.0,31.0
61,61,61,61,2014-05-03 14:10:00+00:00,257,140.0,0.0,5760.0,5820.0,356,356,56.0,21.0,9.0,270,32,758.6,0.0,0.0,40.0
62,62,62,62,2014-05-03 15:46:00+00:00,229,130.0,0.0,5760.0,5760.0,356,356,56.0,21.0,9.0,270,32,758.6,0.0,0.0,40.0
63,63,63,63,2014-05-04 10:43:00+00:00,243,140.0,0.0,6000.0,5280.0,374,374,45.0,38.0,9.0,250,24,758.0,0.0,0.0,64.0
64,64,64,64,2014-05-04 12:23:00+00:00,243,140.0,0.0,5580.0,6000.0,376,376,49.0,30.0,11.0,260,23,757.2,0.0,0.0,85.0
65,65,65,65,2014-05-04 13:56:00+00:00,246,140.0,0.0,6060.0,5580.0,378,378,50.0,30.0,10.0,260,22,757.2,0.0,0.0,106.0
66,66,66,66,2014-05-04 15:37:00+00:00,249,130.0,0.0,5700.0,6060.0,379,379,50.0,34.0,7.0,M,23,756.7,0.0,0.0,113.0
67,67,67,67,2014-05-05 10:20:00+00:00,210,150.0,0.0,5820.0,6060.0,396,396,46.0,43.0,7.0,M,m,758.3,0.0,0.0,20.0
68,68,68,68,2014-05-05 11:57:00+00:00,247,150.0,0.0,5700.0,5820.0,398,398,49.0,40.0,3.0,M,m,757.5,0.0,0.0,29.0
69,69,69,69,2014-05-05 13:32:00+00:00,254,140.0,0.0,5700.0,5700.0,399,399,48.0,37.0,7.0,M,m,757.2,0.0,0.0,36.0
70,70,70,70,2014-05-05 15:07:00+00:00,234,140.0,0.0,6060.0,5700.0,401,401,49.0,34.0,8.0,240,21,756.9,0.0,0.0,49.0
71,71,71,71,2014-05-06 12:34:00+00:00,254,140.0,0.0,5640.0,6000.0,422,422,46.0,57.0,6.0,M,m,752.1,0.0,0.07,12.0
72,72,72,72,2014-05-06 14:08:00+00:00,108,150.0,0.0,4260.0,5640.0,424,424,39.0,79.0,5.0,M,m,752.1,0.01,0.08,22.0
73,73,73,73,2014-05-06 15:19:00+00:00,271,140.0,0.0,5760.0,4260.0,425,425,35.0,95.0,0.0,M,m,753.5,0.08,0.16,22.0
74,74,74,74,2014-05-07 09:56:00+00:00,237,130.0,0.0,5760.0,5760.0,444,444,30.0,81.0,5.0,M,m,753.7,0.0,0.13,34.0
75,75,75,75,2014-05-07 11:32:00+00:00,246,140.0,0.0,5220.0,5760.0,445,445,34.0,72.0,3.0,M,m,753.7,0.01,0.14,37.0
76,76,76,76,2014-05-07 12:59:00+00:00,256,130.0,0.0,5520.0,5220.0,447,447,36.0,66.0,8.0,30,m,753.2,0.0,0.15,50.0
77,77,77,77,2014-05-07 14:31:00+00:00,249,150.0,0.0,7020.0,5520.0,448,448,36.0,75.0,3.0,M,m,753.5,0.0,0.15,53.0
78,78,78,78,2014-05-07 16:28:00+00:00,245,150.0,0.0,6000.0,7020.0,450,450,31.0,96.0,0.0,M,m,754.5,0.04,0.19,59.0
79,79,79,79,2014-05-08 11:30:00+00:00,231,130.0,0.0,5880.0,5520.0,469,469,33.0,63.0,5.0,M,m,758.6,0.0,0.0,14.0
80,80,80,80,2014-05-08 13:08:00+00:00,230,150.0,0.0,5160.0,5880.0,471,471,36.0,61.0,3.0,M,m,758.0,0.0,0.0,24.0
81,81,81,81,2014-05-08 14:34:00+00:00,240,140.0,0.0,5640.0,5160.0,472,472,41.0,37.0,7.0,M,17,757.7,0.0,0.0,31.0
82,82,82,82,2014-05-08 16:08:00+00:00,230,155.0,0.0,5880.0,5640.0,474,474,41.0,40.0,7.0,M,m,757.5,0.0,0.0,47.0
83,83,83,83,2014-05-09 10:39:00+00:00,262,125.0,0.0,6660.0,3300.0,492,492,34.0,96.0,3.0,M,m,754.0,0.04,0.12,6.0
84,84,84,84,2014-05-09 12:30:00+00:00,218,137.0,1.0,5400.0,6660.0,494,494,33.0,95.0,3.0,M,m,754.3,0.08,0.29,14.0
85,85,85,85,2014-05-09 14:00:00+00:00,253,150.0,0.0,5760.0,5400.0,496,496,33.0,95.0,6.0,M,m,754.3,0.1,0.4499999999999999,25.0
86,86,86,86,2014-05-09 15:36:00+00:00,227,130.0,0.0,5880.0,5760.0,497,497,32.0,92.0,11.0,290,24,754.8,0.18,0.6299999999999999,36.0
87,87,87,87,2014-05-10 10:48:00+00:00,235,140.0,0.0,5940.0,5580.0,516,516,29.0,92.0,0.0,M,m,755.6,0.02,0.05,6.0
88,88,88,88,2014-05-10 12:27:00+00:00,243,130.0,0.0,6000.0,5940.0,518,518,32.0,81.0,5.0,M,m,755.9,0.0,0.06,14.0
89,89,89,89,2014-05-10 14:07:00+00:00,234,155.0,0.0,5700.0,6000.0,520,520,35.0,66.0,6.0,M,m,755.6,0.0,0.06,26.0
90,90,90,90,2014-05-10 15:42:00+00:00,243,150.0,0.0,5400.0,5700.0,521,521,35.0,69.0,7.0,M,m,755.9,0.01,0.07,33.0
91,91,91,91,2014-05-11 14:29:00+00:00,118,140.0,0.0,3840.0,5580.0,544,544,34.0,47.0,8.0,80,m,762.8,0.0,0.0,71.0
92,92,92,92,2014-05-11 15:33:00+00:00,275,130.0,0.0,6120.0,3840.0,545,545,35.0,45.0,7.0,M,m,762.6,0.0,0.0,78.0
93,93,93,93,2014-05-12 12:57:00+00:00,132,137.0,1.0,3960.0,6180.0,567,567,33.0,44.0,6.0,M,m,768.7,0.0,0.0,35.0
94,94,94,94,2014-05-12 14:03:00+00:00,255,130.0,0.0,5820.0,3960.0,568,568,34.0,47.0,7.0,M,m,769.0,0.0,0.0,42.0
95,95,95,95,2014-05-12 15:40:00+00:00,122,140.0,0.0,3960.0,5820.0,569,569,32.0,72.0,6.0,M,m,769.3,0.01,0.01,48.0
96,96,96,96,2014-05-12 16:46:00+00:00,258,150.0,0.0,6000.0,3960.0,570,570,36.0,47.0,8.0,80,m,769.0,0.0,0.01,56.0
97,97,97,97,2014-05-13 11:30:00+00:00,232,140.0,0.0,5100.0,6180.0,589,589,33.0,53.0,5.0,100,m,773.0,0.0,0.0,11.0
98,98,98,98,2014-05-13 12:55:00+00:00,226,120.0,0.0,5940.0,5100.0,590,590,35.0,61.0,5.0,80,m,773.0,0.0,0.0,16.0
99,99,99,99,2014-05-13 14:34:00+00:00,228,160.0,0.0,5700.0,5940.0,591,591,41.0,37.0,3.0,M,m,772.5,0.0,0.0,19.0
100,100,100,100,2014-05-13 16:09:00+00:00,240,145.0,0.0,5760.0,5700.0,593,593,39.0,38.0,0.0,M,m,771.7,0.0,0.0,19.0
101,101,101,101,2014-05-14 12:15:00+00:00,230,150.0,0.0,5160.0,6060.0,613,613,43.0,36.0,6.0,M,m,771.4,0.0,0.0,20.0
102,102,102,102,2014-05-14 13:41:00+00:00,246,130.0,0.0,5160.0,5160.0,614,614,44.0,33.0,5.0,M,m,771.1,0.0,0.0,25.0
103,103,103,103,2014-05-14 15:07:00+00:00,250,120.0,0.0,5700.0,5160.0,616,616,44.0,33.0,0.0,M,m,770.6,0.0,0.0,28.0
104,104,104,104,2014-05-15 11:00:00+00:00,245,125.0,0.0,5700.0,5280.0,636,636,52.0,33.0,8.0,300,m,769.0,0.0,0.0,19.0
105,105,105,105,2014-05-15 12:35:00+00:00,242,135.0,0.0,5580.0,5700.0,637,637,55.0,31.0,6.0,M,m,768.5,0.0,0.0,25.0
106,106,106,106,2014-05-15 14:08:00+00:00,243,135.0,0.0,5580.0,5580.0,639,639,56.0,27.0,5.0,M,m,767.7,0.0,0.0,35.0
107,107,107,107,2014-05-15 15:41:00+00:00,238,130.0,0.0,6300.0,5580.0,640,640,56.0,24.0,7.0,M,m,767.7,0.0,0.0,42.0
108,108,108,108,2014-05-16 10:15:00+00:00,268,140.0,0.0,5520.0,3720.0,659,659,47.0,58.0,3.0,M,m,765.8,0.0,0.0,12.0
109,109,109,109,2014-05-16 11:47:00+00:00,107,130.0,0.0,4380.0,5520.0,660,660,46.0,55.0,0.0,M,m,765.5,0.0,0.0,12.0
110,110,110,110,2014-05-16 13:00:00+00:00,256,155.0,0.0,6360.0,4380.0,662,662,48.0,49.0,3.0,M,m,764.7,0.0,0.0,20.0
111,111,111,111,2014-05-16 14:46:00+00:00,224,150.0,0.0,5100.0,6360.0,663,663,49.0,42.0,0.0,M,m,764.2,0.0,0.0,20.0
112,112,112,112,2014-05-16 16:11:00+00:00,249,130.0,0.0,6060.0,5100.0,665,665,53.0,34.0,5.0,M,m,763.4,0.0,0.0,28.0
113,113,113,113,2014-05-17 10:50:00+00:00,249,150.0,0.0,5640.0,5520.0,683,683,39.0,85.0,3.0,90,m,762.8,0.0,0.01,6.0
114,114,114,114,2014-05-17 12:24:00+00:00,244,150.0,0.0,5820.0,5640.0,685,685,43.0,73.0,0.0,M,m,762.0,0.0,0.01,9.0
115,115,115,115,2014-05-18 10:37:00+00:00,251,140.0,0.0,5700.0,5700.0,707,707,48.0,49.0,0.0,M,m,754.8,0.0,0.0,17.0
116,116,116,116,2014-05-18 12:12:00+00:00,241,150.0,0.0,5820.0,5700.0,709,709,54.0,33.0,11.0,270,21,754.5,0.0,0.0,34.0
117,117,117,117,2014-05-18 13:49:00+00:00,252,140.0,0.0,5520.0,5820.0,710,710,52.0,40.0,9.0,250,23,754.5,0.0,0.0,43.0
118,118,118,118,2014-05-18 15:21:00+00:00,250,140.0,0.0,5280.0,5520.0,712,712,51.0,38.0,9.0,250,22,754.8,0.0,0.0,59.0
119,119,119,119,2014-05-19 11:23:00+00:00,250,140.0,0.0,5820.0,5400.0,732,732,43.0,42.0,11.0,280,20,758.6,0.0,0.0,34.0
120,120,120,120,2014-05-19 13:00:00+00:00,240,140.0,0.0,5580.0,5820.0,734,734,46.0,39.0,13.0,280,20,759.1,0.0,0.0,54.0
121,121,121,121,2014-05-19 14:33:00+00:00,255,140.0,0.0,5520.0,5580.0,735,735,42.0,48.0,11.0,270,18,759.4,0.0,0.0,65.0
122,122,122,122,2014-05-19 16:05:00+00:00,239,140.0,0.0,5520.0,5520.0,737,737,39.0,66.0,7.0,M,21,760.2,0.0,0.0,83.0
123,123,123,123,2014-05-20 11:18:00+00:00,254,140.0,0.0,5340.0,5880.0,756,756,49.0,40.0,5.0,M,m,761.8,0.0,0.0,11.0
124,124,124,124,2014-05-20 12:47:00+00:00,241,140.0,0.0,5760.0,5340.0,757,757,49.0,38.0,5.0,120,m,761.8,0.0,0.0,16.0
125,125,125,125,2014-05-20 14:23:00+00:00,245,150.0,0.0,5040.0,5760.0,759,759,49.0,38.0,6.0,110,m,761.5,0.0,0.0,25.0
126,126,126,126,2014-05-20 15:47:00+00:00,249,110.0,0.0,6120.0,5040.0,760,760,47.0,49.0,3.0,M,m,762.0,0.0,0.0,28.0
127,127,127,127,2014-05-21 10:29:00+00:00,233,140.0,0.0,5700.0,5700.0,779,779,49.0,54.0,3.0,M,m,763.4,0.0,0.0,15.0
128,128,128,128,2014-05-21 12:04:00+00:00,254,140.0,0.0,5340.0,5700.0,781,781,53.0,44.0,5.0,140,m,763.4,0.0,0.0,25.0
129,129,129,129,2014-05-21 13:33:00+00:00,265,130.0,0.0,6360.0,5340.0,782,782,56.0,43.0,5.0,M,m,763.4,0.0,0.0,30.0
130,130,130,130,2014-05-21 15:19:00+00:00,225,150.0,0.0,5520.0,6360.0,784,784,59.0,35.0,0.0,M,m,763.4,0.0,0.0,33.0
131,131,131,131,2014-05-22 11:42:00+00:00,242,150.0,0.0,6120.0,5640.0,804,804,54.0,48.0,5.0,110,m,767.1,0.0,0.0,13.0
132,132,132,132,2014-05-22 13:24:00+00:00,228,150.0,0.0,5460.0,6120.0,806,806,60.0,25.0,6.0,110,m,766.8,0.0,0.0,24.0
133,133,133,133,2014-05-22 14:55:00+00:00,124,160.0,0.0,3660.0,5460.0,807,807,60.0,20.0,5.0,M,m,766.8,0.0,0.0,29.0
134,134,134,134,2014-05-22 15:56:00+00:00,251,130.0,0.0,6180.0,3660.0,809,809,61.0,23.0,3.0,M,m,766.3,0.0,0.0,37.0
135,135,135,135,2014-05-23 11:57:00+00:00,268,175.0,0.0,5760.0,6000.0,829,829,60.0,34.0,3.0,110,m,765.8,0.0,0.0,12.0
136,136,136,136,2014-05-23 13:33:00+00:00,246,160.0,0.0,5100.0,5760.0,830,830,59.0,33.0,3.0,120,m,765.2,0.0,0.0,15.0
137,137,137,137,2014-05-23 14:58:00+00:00,249,150.0,0.0,5760.0,5100.0,832,832,63.0,20.0,3.0,M,m,764.2,0.0,0.0,23.0
138,138,138,138,2014-05-24 09:44:00+00:00,240,150.0,0.0,5640.0,4680.0,850,850,48.0,60.0,6.0,100,m,764.2,0.0,0.0,15.0
139,139,139,139,2014-05-24 11:18:00+00:00,257,120.0,0.0,5280.0,5640.0,852,852,54.0,50.0,3.0,90,m,763.6,0.0,0.0,23.0
140,140,140,140,2014-05-24 12:46:00+00:00,249,130.0,0.0,5820.0,5280.0,853,853,56.0,45.0,5.0,120,m,763.1,0.0,0.0,28.0
141,141,141,141,2014-05-24 14:23:00+00:00,123,130.0,0.0,3840.0,5820.0,855,855,57.0,41.0,7.0,M,m,763.1,0.0,0.0,38.0
142,142,142,142,2014-05-24 15:27:00+00:00,263,140.0,0.0,6420.0,3840.0,856,856,62.0,33.0,5.0,120,m,762.6,0.0,0.0,43.0
143,143,143,143,2014-05-24 17:14:00+00:00,225,140.0,0.0,6180.0,6420.0,858,858,56.0,41.0,3.0,110,m,762.3,0.0,0.0,49.0
144,144,144,144,2014-05-25 09:56:00+00:00,225,140.0,0.0,5340.0,5460.0,875,875,48.0,70.0,3.0,M,m,765.8,0.0,0.0,3.0
145,145,145,145,2014-05-25 11:25:00+00:00,238,150.0,0.0,5940.0,5340.0,876,876,52.0,58.0,5.0,110,m,765.5,0.0,0.0,8.0
146,146,146,146,2014-05-25 13:04:00+00:00,226,150.0,0.0,5340.0,5940.0,878,878,56.0,48.0,3.0,M,m,764.7,0.0,0.0,16.0
147,147,147,147,2014-05-25 14:33:00+00:00,252,150.0,0.0,5880.0,5340.0,879,879,55.0,46.0,7.0,120,m,764.4,0.0,0.0,23.0
148,148,148,148,2014-05-25 16:11:00+00:00,251,150.0,0.0,6180.0,5880.0,881,881,58.0,40.0,0.0,M,m,763.9,0.0,0.0,26.0
149,149,149,149,2014-05-25 17:54:00+00:00,246,150.0,0.0,5040.0,6180.0,882,882,56.0,45.0,0.0,M,m,763.6,0.0,0.0,26.0
150,150,150,150,2014-05-26 10:39:00+00:00,233,120.0,0.0,5760.0,5100.0,899,899,51.0,58.0,5.0,110,m,765.5,0.0,0.0,20.0
151,151,151,151,2014-05-26 12:15:00+00:00,209,145.0,0.0,5280.0,5760.0,901,901,56.0,46.0,0.0,M,m,765.2,0.0,0.0,25.0
152,152,152,152,2014-05-26 13:43:00+00:00,252,130.0,0.0,5340.0,5280.0,902,902,63.0,35.0,7.0,M,m,765.0,0.0,0.0,32.0
153,153,153,153,2014-05-26 15:12:00+00:00,252,140.0,0.0,5880.0,5340.0,904,904,66.0,24.0,8.0,260,20,764.7,0.0,0.0,47.0
154,154,154,154,2014-05-26 16:50:00+00:00,238,130.0,0.0,6060.0,5880.0,905,905,65.0,26.0,6.0,M,m,764.7,0.0,0.0,53.0
155,155,155,155,2014-05-26 18:31:00+00:00,247,160.0,0.0,5760.0,6060.0,907,907,63.0,27.0,7.0,M,m,763.9,0.0,0.0,60.0
156,156,156,156,2014-05-27 10:10:00+00:00,134,140.0,0.0,4140.0,5640.0,923,923,58.0,35.0,3.0,M,m,765.5,0.0,0.0,3.0
157,157,157,157,2014-05-27 11:19:00+00:00,285,120.0,0.0,5940.0,4140.0,924,924,59.0,33.0,5.0,M,m,765.5,0.0,0.0,8.0
158,158,158,158,2014-05-27 12:58:00+00:00,244,140.0,0.0,5460.0,5940.0,926,926,68.0,26.0,5.0,M,m,765.0,0.0,0.0,18.0
159,159,159,159,2014-05-27 14:29:00+00:00,245,130.0,0.0,6120.0,5460.0,927,927,67.0,33.0,8.0,260,m,765.2,0.0,0.0,26.0
160,160,160,160,2014-05-27 16:11:00+00:00,198,130.0,0.0,5520.0,6120.0,929,929,67.0,23.0,7.0,M,m,765.0,0.0,0.0,40.0
161,161,161,161,2014-05-27 17:43:00+00:00,263,140.0,0.0,6540.0,5520.0,930,930,65.0,20.0,10.0,240,22,764.7,0.0,0.0,50.0
162,162,162,162,2014-05-28 10:16:00+00:00,265,140.0,0.0,5760.0,6000.0,947,947,59.0,31.0,5.0,M,m,763.1,0.0,0.0,24.0
163,163,163,163,2014-05-28 11:52:00+00:00,236,135.0,0.0,6420.0,5760.0,948,948,67.0,25.0,5.0,M,m,762.8,0.0,0.0,29.0
164,164,164,164,2014-05-28 13:39:00+00:00,246,150.0,0.0,5460.0,6420.0,950,950,69.0,23.0,6.0,M,m,762.3,0.0,0.0,40.0
165,165,165,165,2014-05-28 15:10:00+00:00,260,125.0,0.0,5760.0,5460.0,952,952,69.0,23.0,7.0,M,m,761.5,0.0,0.0,53.0
166,166,166,166,2014-05-28 16:46:00+00:00,241,130.0,0.0,5820.0,5760.0,953,953,66.0,26.0,5.0,M,m,761.0,0.0,0.0,58.0
167,167,167,167,2014-05-28 18:23:00+00:00,250,140.0,0.0,5460.0,5820.0,955,955,61.0,40.0,0.0,M,m,761.0,0.01,0.01,65.0
168,168,168,168,2014-05-29 11:35:00+00:00,245,140.0,0.0,5640.0,5460.0,972,972,54.0,28.0,6.0,M,m,764.7,0.0,0.0,14.0
169,169,169,169,2014-05-29 13:09:00+00:00,255,135.0,0.0,5220.0,5640.0,974,974,57.0,24.0,3.0,M,m,765.0,0.0,0.0,23.0
