,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,datetime,duration,height,interpolated_height,time_to_next_eruption,time_since_last_eruption,Orig. Weather Idx,Unnamed: 0.1.1.1,Temp,RH,Wind Speed,Wind Direction,Peak Wind Gust,Atm Press,Precip,Daily Precip Cumsum,Daily Wind Speed Cumsum
3245,3245,3245,3245,2016-10-24 14:22:00+00:00,252,130.0,0.0,6180.0,4980.0,21270,21270,41.0,95.0,3.0,M,m,765.5,0.02,0.02,9.0
3246,3246,3246,3246,2016-10-25 09:29:00+00:00,261,140.0,0.0,6060.0,4980.0,21289,21289,39.0,92.0,0.0,0,m,766.0,0.0,0.12,12.0
3247,3247,3247,3247,2016-10-25 11:10:00+00:00,252,135.0,0.0,5280.0,6060.0,21291,21291,43.0,85.0,0.0,0,m,766.3,0.0,0.12,12.0
3248,3248,3248,3248,2016-10-25 12:38:00+00:00,236,135.0,0.0,6000.0,5280.0,21292,21292,42.0,88.0,0.0,0,m,766.6,0.0,0.12,12.0
3249,3249,3249,3249,2016-10-25 14:18:00+00:00,211,130.0,0.0,5520.0,6000.0,21294,21294,43.0,82.0,7.0,280,m,766.6,0.0,0.12,24.0
3250,3250,3250,3250,2016-10-26 10:45:00+00:00,253,140.0,0.0,5640.0,5760.0,21314,21314,44.0,78.0,5.0,M,m,769.3,0.0,0.0,11.0
3251,3251,3251,3251,2016-10-26 12:19:00+00:00,223,140.0,0.0,5280.0,5640.0,21316,21316,46.0,73.0,0.0,0,m,769.0,0.0,0.0,11.0
3252,3252,3252,3252,2016-10-26 13:47:00+00:00,235,125.0,0.0,5640.0,5280.0,21317,21317,47.0,70.0,5.0,M,m,768.7,0.0,0.0,16.0
3253,3253,3253,3253,2016-10-26 15:21:00+00:00,242,145.0,0.0,6600.0,5640.0,21319,21319,49.0,68.0,5.0,M,m,768.5,0.0,0.0,26.0
3254,3254,3254,3254,2016-10-27 10:21:00+00:00,271,130.0,0.0,6240.0,5040.0,21338,21338,48.0,60.0,0.0,0,m,765.5,0.0,0.0,15.0
3255,3255,3255,3255,2016-10-27 12:05:00+00:00,232,150.0,0.0,5820.0,6240.0,21340,21340,55.0,46.0,3.0,M,m,764.2,0.0,0.0,23.0
3256,3256,3256,3256,2016-10-27 13:42:00+00:00,115,130.0,0.0,4080.0,5820.0,21341,21341,55.0,48.0,6.0,M,m,763.4,0.0,0.0,29.0
3257,3257,3257,3257,2016-10-28 10:25:00+00:00,250,130.0,0.0,6000.0,3960.0,21362,21362,42.0,91.0,0.0,0,m,762.8,0.0,0.01,12.0
3258,3258,3258,3258,2016-10-28 12:05:00+00:00,216,140.0,0.0,5700.0,6000.0,21364,21364,42.0,91.0,0.0,0,m,762.6,0.01,0.04,17.0
3259,3259,3259,3259,2016-10-28 13:40:00+00:00,221,130.0,0.0,6120.0,5700.0,21365,21365,42.0,91.0,0.0,0,m,762.3,0.03,0.07,17.0
3260,3260,3260,3260,2016-10-29 10:26:00+00:00,250,150.0,0.0,5040.0,6660.0,21386,21386,40.0,96.0,5.0,M,m,764.7,0.0,0.29,11.0
3261,3261,3261,3261,2016-10-29 11:50:00+00:00,224,140.0,0.0,5820.0,5040.0,21387,21387,39.0,95.0,5.0,M,m,765.2,0.01,0.3,16.0
3262,3262,3262,3262,2016-10-29 13:27:00+00:00,224,145.0,0.0,5580.0,5820.0,21389,21389,39.0,95.0,5.0,M,m,765.2,0.02,0.32,27.0
3263,3263,3263,3263,2016-10-29 15:00:00+00:00,218,135.0,0.0,6000.0,5580.0,21391,21391,42.0,88.0,0.0,0,m,765.5,0.0,0.32,32.0
3264,3264,3264,3264,2016-10-30 09:24:00+00:00,275,140.0,0.0,6120.0,3840.0,21409,21409,39.0,100.0,0.0,0,m,763.9,0.03,0.05,12.0
3265,3265,3265,3265,2016-10-30 11:06:00+00:00,125,130.0,0.0,3840.0,6120.0,21411,21411,44.0,95.0,0.0,0,m,763.1,0.0,0.06,12.0
3266,3266,3266,3266,2016-10-30 12:10:00+00:00,269,135.0,0.0,6420.0,3840.0,21412,21412,42.0,95.0,0.0,0,m,762.3,0.02,0.08,12.0
3267,3267,3267,3267,2016-10-31 11:16:00+00:00,239,125.0,0.0,6300.0,3780.0,21435,21435,30.0,88.0,10.0,270,23,758.6,0.0,0.03,95.0
3268,3268,3268,3268,2016-10-31 13:01:00+00:00,204,150.0,0.0,5700.0,6300.0,21437,21437,33.0,84.0,11.0,270,24,758.0,0.0,0.03,113.0
3269,3269,3269,3269,2016-10-31 14:36:00+00:00,224,135.0,0.0,5700.0,5700.0,21438,21438,33.0,81.0,10.0,270,18,758.0,0.0,0.03,123.0
3270,3270,3270,3270,2016-11-01 09:40:00+00:00,250,135.0,0.0,5400.0,4980.0,21457,21457,31.0,92.0,0.0,0,m,759.1,0.0,0.0,0.0
3271,3271,3271,3271,2016-11-01 11:10:00+00:00,191,130.0,0.0,4920.0,5400.0,21459,21459,33.0,81.0,0.0,0,m,759.6,0.0,0.0,0.0
3272,3272,3272,3272,2016-11-01 12:32:00+00:00,243,145.0,0.0,6240.0,4920.0,21460,21460,32.0,85.0,3.0,M,m,759.9,0.0,0.0,3.0
3273,3273,3273,3273,2016-11-01 14:16:00+00:00,228,137.0,1.0,5580.0,6240.0,21462,21462,32.0,95.0,0.0,0,m,760.2,0.03,0.07,8.0
3274,3274,3274,3274,2016-11-02 09:25:00+00:00,255,145.0,0.0,5820.0,4140.0,21481,21481,31.0,85.0,0.0,0,m,770.1,0.0,0.0,3.0
3275,3275,3275,3275,2016-11-02 11:02:00+00:00,237,145.0,0.0,5820.0,5820.0,21483,21483,33.0,81.0,0.0,0,m,770.9,0.0,0.0,3.0
3276,3276,3276,3276,2016-11-02 12:39:00+00:00,239,160.0,0.0,6180.0,5820.0,21484,21484,35.0,72.0,3.0,M,m,770.6,0.0,0.0,6.0
3277,3277,3277,3277,2016-11-02 14:22:00+00:00,227,155.0,0.0,5460.0,6180.0,21486,21486,38.0,67.0,6.0,M,16,771.1,0.0,0.0,18.0
3278,3278,3278,3278,2016-11-03 14:57:00+00:00,215,140.0,0.0,5760.0,5580.0,21511,21511,50.0,29.0,0.0,0,m,773.5,0.0,0.0,9.0
3279,3279,3279,3279,2016-11-04 11:03:00+00:00,218,150.0,0.0,5520.0,5460.0,21531,21531,39.0,79.0,0.0,0,m,773.0,0.0,0.0,6.0
3280,3280,3280,3280,2016-11-04 12:35:00+00:00,207,130.0,0.0,5880.0,5520.0,21532,21532,41.0,73.0,5.0,M,m,772.5,0.0,0.0,11.0
3281,3281,3281,3281,2016-11-04 14:13:00+00:00,242,130.0,0.0,5220.0,5880.0,21534,21534,45.0,57.0,0.0,0,m,771.4,0.0,0.0,16.0
3282,3282,3282,3282,2016-11-04 15:40:00+00:00,121,125.0,0.0,3960.0,5220.0,21535,21535,47.0,53.0,0.0,0,m,770.9,0.0,0.0,16.0
3283,3283,3283,3283,2016-11-05 10:01:00+00:00,204,155.0,0.0,6240.0,5700.0,21554,21554,36.0,81.0,3.0,110,m,768.7,0.0,0.0,3.0
3284,3284,3284,3284,2016-11-05 11:45:00+00:00,205,160.0,0.0,5100.0,6240.0,21555,21555,38.0,69.0,3.0,110,m,768.2,0.0,0.0,6.0
3285,3285,3285,3285,2016-11-05 13:10:00+00:00,118,135.0,0.0,3720.0,5100.0,21557,21557,44.0,53.0,0.0,0,m,766.8,0.0,0.0,9.0
3286,3286,3286,3286,2016-11-05 14:12:00+00:00,272,120.0,0.0,6360.0,3720.0,21558,21558,44.0,53.0,0.0,0,m,766.0,0.0,0.0,9.0
3287,3287,3287,3287,2016-12-15 12:15:00+00:00,185,130.0,0.0,5940.0,5640.0,22514,22514,29.0,92.0,10.0,260,21,750.3,0.03,0.6000000000000001,77.0
3288,3288,3288,3288,2016-12-15 13:54:00+00:00,206,137.0,1.0,5880.0,5820.0,22515,22515,29.0,92.0,11.0,270,23,749.7,0.03,0.6300000000000001,88.0
3289,3289,3289,3289,2016-12-16 09:23:00+00:00,185,137.0,1.0,5880.0,5940.0,22526,22526,28.0,100.0,0.0,0,m,747.3,0.04,0.8800000000000003,150.0
3290,3290,3290,3290,2016-12-16 12:36:00+00:00,246,150.0,0.0,5940.0,5880.0,22526,22526,28.0,100.0,0.0,0,m,747.3,0.04,0.8800000000000003,150.0
3291,3291,3291,3291,2016-12-17 12:28:00+00:00,244,160.0,0.0,6300.0,5880.0,22544,22544,-2.0,78.0,5.0,M,m,754.3,0.0,0.0,23.0
3292,3292,3292,3292,2016-12-17 14:13:00+00:00,240,130.0,0.0,5340.0,5700.0,22546,22546,2.0,71.0,3.0,M,m,754.3,0.0,0.0,26.0
3293,3293,3293,3293,2016-12-18 10:43:00+00:00,254,140.0,0.0,5460.0,5940.0,22566,22566,-4.0,82.0,0.0,0,m,764.4,0.0,0.0,17.0
3294,3294,3294,3294,2016-12-19 11:25:00+00:00,266,140.0,0.0,6240.0,6780.0,22591,22591,8.0,75.0,0.0,0,m,766.0,0.0,0.0,12.0
3295,3295,3295,3295,2016-12-19 14:38:00+00:00,265,125.0,0.0,5220.0,4860.0,22594,22594,10.0,75.0,0.0,0,m,763.9,0.0,0.0,22.0
3296,3296,3296,3296,2016-12-20 10:27:00+00:00,255,120.0,0.0,6060.0,5340.0,22614,22614,22.0,91.0,9.0,280,m,764.4,0.05,0.14,21.0
3297,3297,3297,3297,2016-12-20 15:17:00+00:00,258,130.0,0.0,6300.0,5160.0,22619,22619,24.0,91.0,8.0,280,m,761.0,0.02,0.2299999999999999,62.0
3298,3298,3298,3298,2016-12-21 12:09:00+00:00,239,145.0,0.0,5460.0,5460.0,22640,22640,17.0,70.0,0.0,0,m,767.9,0.0,0.0,31.0
3299,3299,3299,3299,2016-12-21 15:08:00+00:00,216,150.0,0.0,6180.0,5640.0,22643,22643,20.0,61.0,0.0,0,m,767.7,0.01,0.01,34.0
3300,3300,3300,3300,2016-12-23 08:43:00+00:00,207,137.0,1.0,5880.0,5040.0,22684,22684,-0.0,91.0,0.0,0,m,756.9,0.0,0.0,6.0
3301,3301,3301,3301,2016-12-23 11:59:00+00:00,219,150.0,0.0,6300.0,6240.0,22688,22688,15.0,83.0,3.0,110,m,755.1,0.0,0.0,9.0
3302,3302,3302,3302,2016-12-23 13:44:00+00:00,273,150.0,0.0,5160.0,3960.0,22689,22689,20.0,81.0,0.0,0,m,754.5,0.01,0.01,9.0
3303,3303,3303,3303,2016-12-24 15:04:00+00:00,254,120.0,0.0,6240.0,5100.0,22715,22715,28.0,95.0,0.0,0,m,746.8,0.01,0.04,3.0
3304,3304,3304,3304,2016-12-25 08:25:00+00:00,227,137.0,1.0,5760.0,5820.0,22732,22732,19.0,91.0,0.0,0,m,744.4,0.0,0.0,3.0
3305,3305,3305,3305,2016-12-25 11:38:00+00:00,262,140.0,0.0,6000.0,5400.0,22735,22735,14.0,87.0,7.0,M,m,746.5,0.04,0.08,20.0
3306,3306,3306,3306,2016-12-25 13:18:00+00:00,262,130.0,0.0,5760.0,5520.0,22737,22737,13.0,80.0,0.0,0,m,747.9,0.03,0.14,25.0
3307,3307,3307,3307,2016-12-25 14:54:00+00:00,250,150.0,0.0,5640.0,6180.0,22738,22738,13.0,80.0,5.0,M,m,748.7,0.01,0.15,30.0
3308,3308,3308,3308,2016-12-26 09:33:00+00:00,265,137.0,1.0,6180.0,6300.0,22757,22757,7.0,83.0,0.0,0,m,761.8,0.0,0.0,6.0
3309,3309,3309,3309,2016-12-28 15:02:00+00:00,246,100.0,0.0,5760.0,5940.0,22811,22811,15.0,60.0,11.0,270,28,764.2,0.0,0.04,101.0
3310,3310,3310,3310,2016-12-30 08:31:00+00:00,107,130.0,0.0,4140.0,6180.0,22852,22852,4.0,91.0,3.0,300,m,757.2,0.0,0.0,27.0
3311,3311,3311,3311,2016-12-30 11:21:00+00:00,232,150.0,0.0,5700.0,5760.0,22855,22855,25.0,68.0,8.0,260,21,756.1,0.0,0.0,38.0
3312,3312,3312,3312,2016-12-30 14:52:00+00:00,290,150.0,0.0,5280.0,6000.0,22858,22858,25.0,65.0,9.0,250,16,754.0,0.0,0.0,66.0
3313,3313,3313,3313,2017-01-01 11:08:00+00:00,239,145.0,0.0,5160.0,5940.0,22903,22903,15.0,87.0,3.0,M,m,746.8,0.01,0.01,17.0
3314,3314,3314,3314,2017-01-02 10:44:00+00:00,143,137.0,1.0,3120.0,6060.0,22926,22926,-2.0,86.0,0.0,0,m,750.8,0.0,0.0,5.0
3315,3315,3315,3315,2017-01-02 13:10:00+00:00,150,150.0,0.0,3960.0,5220.0,22929,22929,6.0,82.0,3.0,120,m,750.3,0.0,0.0,8.0
3316,3316,3316,3316,2017-01-03 09:31:00+00:00,218,137.0,1.0,5100.0,6240.0,22949,22949,-0.0,91.0,0.0,0,m,757.2,0.0,0.02,0.0
3317,3317,3317,3317,2017-01-04 09:12:00+00:00,232,130.0,0.0,5640.0,5820.0,22973,22973,3.0,83.0,3.0,M,m,753.5,0.01,0.08,3.0
3318,3318,3318,3318,2017-01-04 10:46:00+00:00,241,137.0,1.0,5520.0,6180.0,22974,22974,3.0,75.0,6.0,M,m,753.2,0.01,0.09,9.0
3319,3319,3319,3319,2017-01-05 13:09:00+00:00,249,140.0,0.0,5940.0,5640.0,23001,23001,-9.0,70.0,3.0,110,m,755.3,0.0,0.0,15.0
3320,3320,3320,3320,2017-01-06 10:49:00+00:00,258,160.0,0.0,6180.0,3720.0,23022,23022,-4.0,86.0,0.0,0,m,758.8,0.0,0.0,3.0
3321,3321,3321,3321,2017-01-06 14:08:00+00:00,253,135.0,0.0,6000.0,6180.0,23026,23026,10.0,49.0,6.0,M,m,759.1,0.0,0.0,12.0
3322,3322,3322,3322,2017-01-08 12:17:00+00:00,238,150.0,0.0,5580.0,6540.0,23072,23072,24.0,95.0,0.0,0,m,763.1,0.0,0.03,38.0
3323,3323,3323,3323,2017-01-09 12:04:00+00:00,258,130.0,0.0,5580.0,6180.0,23096,23096,30.0,95.0,3.0,M,m,749.5,0.09,0.31,41.0
3324,3324,3324,3324,2017-01-10 09:14:00+00:00,263,100.0,0.0,5940.0,4500.0,23117,23117,18.0,88.0,6.0,M,m,746.8,0.0,0.03,46.0
3325,3325,3325,3325,2017-01-10 14:08:00+00:00,236,120.0,0.0,5760.0,6000.0,23122,23122,21.0,84.0,13.0,270,28,745.7,0.01,0.04,93.0
3326,3326,3326,3326,2017-01-11 12:31:00+00:00,232,135.0,0.0,6540.0,5340.0,23144,23144,27.0,84.0,3.0,M,m,743.0,0.0,0.5800000000000001,31.0
3327,3327,3327,3327,2017-01-12 08:16:00+00:00,249,145.0,0.0,6660.0,5700.0,23164,23164,11.0,96.0,0.0,0,m,755.9,0.0,0.03,0.0
3328,3328,3328,3328,2017-01-12 10:07:00+00:00,183,155.0,0.0,4500.0,3360.0,23166,23166,16.0,84.0,0.0,0,m,757.5,0.0,0.03,0.0
3329,3329,3329,3329,2017-01-12 13:01:00+00:00,236,140.0,0.0,6300.0,7020.0,23169,23169,18.0,77.0,0.0,0,m,757.2,0.0,0.03,8.0
3330,3330,3330,3330,2017-01-12 14:46:00+00:00,229,150.0,0.0,5340.0,6060.0,23170,23170,20.0,73.0,3.0,M,m,757.2,0.0,0.03,11.0
3331,3331,3331,3331,2017-01-13 09:44:00+00:00,117,137.0,1.0,3360.0,5520.0,23189,23189,-22.0,85.0,0.0,0,m,766.3,0.0,0.0,0.0
3332,3332,3332,3332,2017-01-15 11:36:00+00:00,243,137.0,1.0,5580.0,5700.0,23239,23239,-11.0,85.0,0.0,0,m,763.1,0.0,0.0,0.0
3333,3333,3333,3333,2017-01-15 13:09:00+00:00,252,130.0,0.0,5580.0,5580.0,23241,23241,1.0,74.0,0.0,0,m,761.2,0.0,0.0,0.0
3334,3334,3334,3334,2017-01-15 14:42:00+00:00,258,150.0,0.0,5580.0,5580.0,23242,23242,6.0,72.0,0.0,0,m,760.7,0.0,0.0,0.0
3335,3335,3335,3335,2017-01-17 14:15:00+00:00,228,137.0,1.0,5640.0,5700.0,23290,23290,13.0,70.0,0.0,0,m,763.1,0.0,0.0,0.0
3336,3336,3336,3336,2017-01-18 13:40:00+00:00,249,135.0,0.0,6120.0,6240.0,23313,23313,13.0,80.0,0.0,0,m,758.6,0.0,0.0,0.0
3337,3337,3337,3337,2017-01-18 15:22:00+00:00,231,150.0,0.0,5520.0,6120.0,23315,23315,21.0,67.0,0.0,0,m,757.2,0.0,0.0,0.0
3338,3338,3338,3338,2017-01-19 13:50:00+00:00,236,140.0,0.0,6000.0,6000.0,23337,23337,27.0,88.0,0.0,0,m,750.0,0.02,0.06,9.0
3339,3339,3339,3339,2017-01-20 13:29:00+00:00,275,130.0,0.0,6300.0,3300.0,23361,23361,22.0,84.0,0.0,0,m,744.1,0.0,0.0,6.0
3340,3340,3340,3340,2017-01-20 15:14:00+00:00,201,135.0,0.0,5040.0,6300.0,23363,23363,21.0,84.0,0.0,0,m,743.6,0.0,0.0,6.0
3341,3341,3341,3341,2017-01-21 15:09:00+00:00,238,150.0,0.0,6180.0,5340.0,23387,23387,23.0,84.0,0.0,0,m,745.7,0.0,0.0,3.0
3342,3342,3342,3342,2017-01-22 12:01:00+00:00,109,130.0,0.0,4260.0,5700.0,23408,23408,20.0,88.0,0.0,0,m,755.1,0.01,0.02,17.0
3343,3343,3343,3343,2017-01-22 13:12:00+00:00,251,140.0,0.0,6480.0,4260.0,23409,23409,23.0,77.0,3.0,M,m,753.7,0.01,0.03,20.0
3344,3344,3344,3344,2017-01-22 15:00:00+00:00,294,150.0,0.0,6300.0,6480.0,23411,23411,23.0,67.0,3.0,M,m,752.4,0.0,0.03,26.0
3345,3345,3345,3345,2017-01-23 13:00:00+00:00,262,140.0,0.0,5820.0,5820.0,23433,23433,14.0,83.0,0.0,0,m,745.7,0.0,0.0,3.0
3346,3346,3346,3346,2017-01-23 14:37:00+00:00,236,140.0,0.0,5520.0,5820.0,23434,23434,20.0,77.0,0.0,0,m,744.9,0.0,0.0,3.0
3347,3347,3347,3347,2017-01-24 09:22:00+00:00,210,130.0,0.0,5280.0,5580.0,23453,23453,12.0,79.0,5.0,M,m,749.2,0.0,0.01,10.0
3348,3348,3348,3348,2017-01-24 10:50:00+00:00,242,130.0,0.0,6360.0,5280.0,23454,23454,12.0,79.0,0.0,0,m,749.7,0.0,0.01,10.0
3349,3349,3349,3349,2017-01-24 12:36:00+00:00,220,150.0,0.0,5760.0,6360.0,23456,23456,17.0,67.0,5.0,M,m,750.3,0.0,0.01,18.0
3350,3350,3350,3350,2017-01-24 14:12:00+00:00,245,155.0,0.0,5820.0,5760.0,23458,23458,18.0,67.0,6.0,M,m,750.3,0.0,0.01,29.0
3351,3351,3351,3351,2017-01-25 11:00:00+00:00,217,145.0,0.0,5700.0,6120.0,23479,23479,11.0,60.0,6.0,290,m,758.3,0.0,0.0,12.0
3352,3352,3352,3352,2017-01-25 12:35:00+00:00,239,150.0,0.0,5880.0,5700.0,23480,23480,12.0,50.0,0.0,0,m,758.0,0.0,0.0,12.0
3353,3353,3353,3353,2017-01-25 14:13:00+00:00,112,130.0,0.0,4380.0,5880.0,23482,23482,13.0,50.0,6.0,280,m,757.7,0.0,0.0,18.0
3354,3354,3354,3354,2017-01-26 10:44:00+00:00,267,150.0,0.0,5340.0,6000.0,23502,23502,6.0,86.0,0.0,0,m,762.8,0.0,0.0,0.0
3355,3355,3355,3355,2017-01-26 12:13:00+00:00,259,130.0,0.0,6780.0,5340.0,23504,23504,9.0,83.0,0.0,0,m,763.6,0.0,0.0,3.0
3356,3356,3356,3356,2017-01-26 14:06:00+00:00,243,150.0,0.0,5880.0,6780.0,23506,23506,13.0,63.0,7.0,M,m,763.4,0.0,0.0,10.0
3357,3357,3357,3357,2017-01-27 13:45:00+00:00,241,130.0,0.0,5820.0,5520.0,23529,23529,6.0,68.0,0.0,0,m,771.9,0.0,0.0,6.0
3358,3358,3358,3358,2017-01-28 13:36:00+00:00,248,150.0,0.0,5820.0,5820.0,23553,23553,15.0,63.0,0.0,0,m,773.5,0.01,0.01,10.0
3359,3359,3359,3359,2017-01-28 15:13:00+00:00,260,130.0,0.0,5760.0,5820.0,23555,23555,16.0,64.0,0.0,0,m,773.3,0.0,0.01,10.0
3360,3360,3360,3360,2017-01-29 13:42:00+00:00,243,145.0,0.0,6180.0,5760.0,23577,23577,17.0,67.0,0.0,0,m,772.7,0.0,0.0,0.0
3361,3361,3361,3361,2017-01-29 15:25:00+00:00,108,155.0,0.0,4020.0,6180.0,23579,23579,23.0,54.0,0.0,0,m,771.9,0.0,0.0,0.0
3362,3362,3362,3362,2017-01-30 11:13:00+00:00,243,137.0,1.0,6900.0,5760.0,23599,23599,25.0,50.0,6.0,M,m,766.0,0.0,0.0,21.0
3363,3363,3363,3363,2017-01-30 13:08:00+00:00,219,160.0,0.0,5340.0,6900.0,23601,23601,27.0,48.0,9.0,270,22,764.4,0.0,0.0,36.0
3364,3364,3364,3364,2017-01-30 14:37:00+00:00,251,135.0,0.0,5760.0,5340.0,23602,23602,27.0,48.0,6.0,M,16,764.2,0.0,0.0,42.0
3365,3365,3365,3365,2017-01-31 11:27:00+00:00,219,155.0,0.0,4980.0,6660.0,23623,23623,21.0,73.0,9.0,270,21,757.2,0.01,0.03,68.0
3366,3366,3366,3366,2017-01-31 12:50:00+00:00,230,137.0,1.0,5880.0,4980.0,23624,23624,22.0,71.0,8.0,290,17,757.2,0.0,0.03,76.0
3367,3367,3367,3367,2017-01-31 14:28:00+00:00,227,135.0,0.0,5520.0,5880.0,23626,23626,21.0,70.0,9.0,240,22,755.9,0.01,0.06,96.0
3368,3368,3368,3368,2017-02-01 09:50:00+00:00,241,150.0,0.0,6060.0,5820.0,23645,23645,12.0,87.0,5.0,M,m,759.1,0.0,0.14,28.0
3369,3369,3369,3369,2017-02-01 11:31:00+00:00,251,140.0,0.0,5640.0,6060.0,23647,23647,14.0,70.0,0.0,0,m,759.6,0.0,0.14,31.0
3370,3370,3370,3370,2017-02-01 13:05:00+00:00,249,145.0,0.0,5340.0,5640.0,23649,23649,15.0,73.0,3.0,M,m,759.6,0.0,0.14,39.0
3371,3371,3371,3371,2017-02-01 14:34:00+00:00,119,130.0,0.0,5040.0,5340.0,23650,23650,16.0,70.0,5.0,M,m,759.4,0.0,0.14,44.0
3372,3372,3372,3372,2017-02-02 13:45:00+00:00,242,137.0,1.0,6000.0,5580.0,23673,23673,14.0,87.0,0.0,0,m,757.2,0.04,0.34,0.0
3373,3373,3373,3373,2017-02-02 15:25:00+00:00,227,135.0,0.0,5400.0,6000.0,23675,23675,16.0,84.0,6.0,M,m,758.0,0.02,0.4,12.0
3374,3374,3374,3374,2017-02-04 11:57:00+00:00,262,140.0,0.0,6600.0,5580.0,23720,23720,28.0,88.0,11.0,290,20,755.6,0.0,0.38,82.0
3375,3375,3375,3375,2017-02-04 13:47:00+00:00,176,140.0,0.0,5160.0,6600.0,23721,23721,29.0,84.0,11.0,250,24,755.1,0.0,0.38,93.0
3376,3376,3376,3376,2017-02-05 10:20:00+00:00,233,130.0,0.0,6000.0,5340.0,23742,23742,28.0,88.0,14.0,260,28,756.1,0.02,0.41,94.0
3377,3377,3377,3377,2017-02-05 12:00:00+00:00,250,130.0,0.0,6060.0,6000.0,23744,23744,31.0,78.0,9.0,260,28,756.1,0.0,0.41,112.0
3378,3378,3378,3378,2017-02-05 13:41:00+00:00,136,135.0,0.0,4080.0,6060.0,23745,23745,31.0,78.0,11.0,250,26,755.6,0.0,0.41,123.0
3379,3379,3379,3379,2017-02-05 14:49:00+00:00,283,150.0,0.0,6840.0,4080.0,23746,23746,30.0,78.0,9.0,280,24,755.1,0.0,0.41,132.0
3380,3380,3380,3380,2017-02-06 12:21:00+00:00,211,130.0,0.0,5460.0,6180.0,23768,23768,30.0,92.0,10.0,260,20,747.1,0.04,0.53,36.0
3381,3381,3381,3381,2017-02-06 13:52:00+00:00,243,130.0,0.0,6120.0,5460.0,23769,23769,30.0,88.0,9.0,250,16,747.1,0.03,0.56,45.0
3382,3382,3382,3382,2017-02-07 10:46:00+00:00,271,150.0,0.0,6120.0,4200.0,23789,23789,21.0,91.0,3.0,M,m,748.1,0.01,0.12,43.0
3383,3383,3383,3383,2017-02-07 12:28:00+00:00,249,150.0,0.0,5280.0,6120.0,23791,23791,22.0,96.0,0.0,0,m,747.6,0.04,0.17,43.0
3384,3384,3384,3384,2017-02-07 13:56:00+00:00,211,137.0,1.0,6180.0,5280.0,23793,23793,24.0,87.0,0.0,0,m,746.0,0.05,0.26,46.0
3385,3385,3385,3385,2017-02-08 10:27:00+00:00,210,140.0,0.0,5880.0,4980.0,23813,23813,24.0,80.0,7.0,M,m,758.6,0.0,0.04,55.0
3386,3386,3386,3386,2017-02-08 12:05:00+00:00,238,140.0,0.0,6660.0,5880.0,23815,23815,26.0,84.0,6.0,M,m,759.4,0.0,0.04,61.0
3387,3387,3387,3387,2017-02-08 13:56:00+00:00,262,137.0,1.0,5400.0,6660.0,23817,23817,24.0,91.0,9.0,280,17,758.8,0.02,0.06,83.0
3388,3388,3388,3388,2017-02-09 10:17:00+00:00,278,130.0,0.0,6000.0,5640.0,23837,23837,33.0,100.0,5.0,M,m,758.3,0.01,0.09,14.0
3389,3389,3389,3389,2017-02-09 11:57:00+00:00,233,150.0,0.0,5760.0,6000.0,23839,23839,34.0,100.0,5.0,M,m,757.7,0.01,0.14,24.0
3390,3390,3390,3390,2017-02-09 13:33:00+00:00,237,140.0,0.0,5520.0,5760.0,23840,23840,35.0,100.0,8.0,250,m,756.9,0.01,0.15,32.0
3391,3391,3391,3391,2017-02-09 15:05:00+00:00,206,135.0,0.0,5400.0,5520.0,23842,23842,35.0,95.0,3.0,M,m,756.4,0.07,0.24,40.0
3392,3392,3392,3392,2017-02-10 10:07:00+00:00,252,140.0,0.0,5880.0,6060.0,23861,23861,32.0,95.0,5.0,M,m,755.1,0.01,0.32,64.0
3393,3393,3393,3393,2017-02-10 11:45:00+00:00,238,150.0,0.0,5460.0,5880.0,23862,23862,31.0,96.0,6.0,M,m,755.1,0.01,0.33,70.0
3394,3394,3394,3394,2017-02-10 13:16:00+00:00,235,130.0,0.0,5760.0,5460.0,23864,23864,32.0,92.0,7.0,M,m,754.5,0.0,0.3400000000000001,84.0
3395,3395,3395,3395,2017-02-10 14:52:00+00:00,257,140.0,0.0,5340.0,5760.0,23865,23865,32.0,92.0,6.0,M,m,754.8,0.0,0.3400000000000001,90.0
3396,3396,3396,3396,2017-02-11 12:40:00+00:00,270,140.0,0.0,5700.0,5580.0,23887,23887,23.0,62.0,14.0,270,24,761.5,0.0,0.06,86.0
3397,3397,3397,3397,2017-02-11 14:15:00+00:00,250,130.0,0.0,5340.0,5700.0,23889,23889,23.0,62.0,13.0,270,20,763.4,0.0,0.06,109.0
3398,3398,3398,3398,2017-02-12 10:55:00+00:00,272,150.0,0.0,5820.0,5760.0,23909,23909,1.0,95.0,0.0,0,m,771.4,0.0,0.0,0.0
3399,3399,3399,3399,2017-02-12 12:32:00+00:00,243,135.0,0.0,5640.0,5820.0,23911,23911,10.0,69.0,0.0,0,m,771.1,0.0,0.0,0.0
3400,3400,3400,3400,2017-02-12 14:06:00+00:00,144,130.0,0.0,4440.0,5640.0,23913,23913,18.0,53.0,3.0,120,m,770.1,0.0,0.0,3.0
3401,3401,3401,3401,2017-02-12 15:20:00+00:00,241,150.0,0.0,5520.0,4440.0,23914,23914,20.0,59.0,3.0,120,m,769.5,0.0,0.0,6.0
3402,3402,3402,3402,2017-02-13 10:01:00+00:00,200,137.0,1.0,4920.0,6360.0,23933,23933,7.0,91.0,3.0,120,m,769.3,0.0,0.0,12.0
