,datetime,duration_seconds,time_to_next_eruption,time_since_last_eruption
5950,2017-07-19 16:48:00+00:00,251,5700.0,5640.0
5951,2017-07-19 18:23:00+00:00,147,4140.0,5700.0
5954,2017-07-20 10:14:00+00:00,198,5580.0,5880.0
5955,2017-07-20 11:47:00+00:00,224,6300.0,5580.0
5956,2017-07-20 13:32:00+00:00,230,5400.0,6300.0
5957,2017-07-20 15:02:00+00:00,239,6240.0,5400.0
5958,2017-07-20 16:46:00+00:00,144,4800.0,6240.0
5959,2017-07-20 18:06:00+00:00,270,6120.0,4800.0
5962,2017-07-21 08:37:00+00:00,259,5280.0,6240.0
5963,2017-07-21 10:05:00+00:00,214,6540.0,5280.0
5964,2017-07-21 11:54:00+00:00,210,5760.0,6540.0
5965,2017-07-21 13:30:00+00:00,253,5460.0,5760.0
5966,2017-07-21 15:01:00+00:00,238,5880.0,5460.0
5967,2017-07-21 16:39:00+00:00,210,5760.0,5880.0
5968,2017-07-21 18:15:00+00:00,235,5700.0,5760.0
5972,2017-07-22 11:05:00+00:00,261,6180.0,3540.0
5973,2017-07-22 12:48:00+00:00,109,4260.0,6180.0
5974,2017-07-22 13:59:00+00:00,245,6180.0,4260.0
5975,2017-07-22 15:42:00+00:00,215,5220.0,6180.0
5976,2017-07-22 17:09:00+00:00,260,6240.0,5220.0
5979,2017-07-23 11:05:00+00:00,243,5460.0,5700.0
5980,2017-07-23 12:36:00+00:00,232,6000.0,5460.0
5981,2017-07-23 14:16:00+00:00,221,5640.0,6000.0
5982,2017-07-23 15:50:00+00:00,225,5880.0,5640.0
5983,2017-07-23 17:28:00+00:00,222,5280.0,5880.0
5986,2017-07-24 09:31:00+00:00,228,6420.0,5820.0
5987,2017-07-24 11:18:00+00:00,254,5460.0,6420.0
5988,2017-07-24 12:49:00+00:00,266,5520.0,5460.0
5989,2017-07-24 14:21:00+00:00,213,6000.0,5520.0
5990,2017-07-24 16:01:00+00:00,204,5460.0,6000.0
5991,2017-07-24 17:32:00+00:00,235,5700.0,5460.0
5994,2017-07-25 09:41:00+00:00,109,3480.0,6720.0
5995,2017-07-25 10:39:00+00:00,261,6540.0,3480.0
5996,2017-07-25 12:28:00+00:00,206,5460.0,6540.0
5997,2017-07-25 13:59:00+00:00,206,6660.0,5460.0
5998,2017-07-25 15:50:00+00:00,247,5760.0,6660.0
5999,2017-07-25 17:26:00+00:00,114,3840.0,5760.0
6002,2017-07-26 10:12:00+00:00,203,6000.0,5640.0
6003,2017-07-26 11:52:00+00:00,206,6360.0,6000.0
6004,2017-07-26 13:38:00+00:00,247,5880.0,6360.0
6005,2017-07-26 15:16:00+00:00,242,6540.0,5880.0
6006,2017-07-26 17:05:00+00:00,203,5820.0,6540.0
6007,2017-07-26 18:42:00+00:00,237,4200.0,5820.0
6008,2017-07-26 19:52:00+00:00,147,6000.0,4200.0
6011,2017-07-27 09:23:00+00:00,227,5640.0,5940.0
6012,2017-07-27 10:57:00+00:00,221,5700.0,5640.0
6013,2017-07-27 12:32:00+00:00,119,4200.0,5700.0
6016,2017-07-27 17:20:00+00:00,226,6300.0,5760.0
6019,2017-07-28 10:11:00+00:00,238,5700.0,5520.0
6020,2017-07-28 11:46:00+00:00,210,5520.0,5700.0
6021,2017-07-28 13:18:00+00:00,270,6300.0,5520.0
6022,2017-07-28 15:03:00+00:00,220,5100.0,6300.0
6023,2017-07-28 16:28:00+00:00,234,5880.0,5100.0
6024,2017-07-28 18:06:00+00:00,244,5940.0,5880.0
6027,2017-07-29 09:49:00+00:00,233,5940.0,6000.0
6028,2017-07-29 11:28:00+00:00,227,5640.0,5940.0
6029,2017-07-29 13:02:00+00:00,204,5820.0,5640.0
6030,2017-07-29 14:39:00+00:00,224,6120.0,5820.0
6031,2017-07-29 16:21:00+00:00,241,5880.0,6120.0
6032,2017-07-29 17:59:00+00:00,249,6960.0,5880.0
6035,2017-07-30 11:11:00+00:00,236,6480.0,5040.0
6036,2017-07-30 12:59:00+00:00,212,5400.0,6480.0
6037,2017-07-30 14:29:00+00:00,238,5820.0,5400.0
6038,2017-07-30 16:06:00+00:00,218,6240.0,5820.0
6039,2017-07-30 17:50:00+00:00,227,5640.0,6240.0
6042,2017-07-31 08:46:00+00:00,233,6600.0,3780.0
6043,2017-07-31 10:36:00+00:00,223,6240.0,6600.0
6044,2017-07-31 12:20:00+00:00,235,4980.0,6240.0
6045,2017-07-31 13:43:00+00:00,253,6060.0,4980.0
6046,2017-07-31 15:24:00+00:00,226,5820.0,6060.0
6047,2017-07-31 17:01:00+00:00,110,4140.0,5820.0
6048,2017-07-31 18:10:00+00:00,248,6120.0,4140.0
6051,2017-08-01 10:37:00+00:00,220,6240.0,5280.0
6052,2017-08-01 12:21:00+00:00,238,5520.0,6240.0
6053,2017-08-01 13:53:00+00:00,123,3720.0,5520.0
6054,2017-08-01 14:55:00+00:00,201,6660.0,3720.0
6055,2017-08-01 16:46:00+00:00,113,3900.0,6660.0
6056,2017-08-01 17:51:00+00:00,261,6420.0,3900.0
6059,2017-08-02 08:26:00+00:00,217,5460.0,5580.0
6060,2017-08-02 09:57:00+00:00,204,6060.0,5460.0
6061,2017-08-02 11:38:00+00:00,230,5700.0,6060.0
6062,2017-08-02 13:13:00+00:00,265,5640.0,5700.0
6063,2017-08-02 14:47:00+00:00,230,6180.0,5640.0
6064,2017-08-02 16:30:00+00:00,211,6420.0,6180.0
6065,2017-08-02 18:17:00+00:00,247,5220.0,6420.0
6068,2017-08-03 09:52:00+00:00,196,6120.0,4320.0
6069,2017-08-03 11:34:00+00:00,112,3600.0,6120.0
6075,2017-08-04 09:41:00+00:00,212,5640.0,5280.0
6076,2017-08-04 11:15:00+00:00,255,6240.0,5640.0
6079,2017-08-04 17:52:00+00:00,245,5220.0,5820.0
6082,2017-08-05 08:45:00+00:00,125,3840.0,5880.0
6083,2017-08-05 09:49:00+00:00,262,6180.0,3840.0
6084,2017-08-05 11:32:00+00:00,242,5460.0,6180.0
6085,2017-08-05 13:03:00+00:00,215,5580.0,5460.0
6086,2017-08-05 14:36:00+00:00,219,6180.0,5580.0
6087,2017-08-05 16:19:00+00:00,250,5940.0,6180.0
6088,2017-08-05 17:58:00+00:00,233,6360.0,5940.0
6091,2017-08-06 09:53:00+00:00,214,6000.0,5760.0
6094,2017-08-06 15:55:00+00:00,249,6180.0,5640.0
6095,2017-08-06 17:38:00+00:00,203,5520.0,6180.0
6098,2017-08-07 09:02:00+00:00,115,3960.0,6000.0
6099,2017-08-07 10:08:00+00:00,258,6840.0,3960.0
6100,2017-08-07 12:02:00+00:00,218,5280.0,6840.0
6101,2017-08-07 13:30:00+00:00,201,5820.0,5280.0
6102,2017-08-07 15:07:00+00:00,225,6060.0,5820.0
6103,2017-08-07 16:48:00+00:00,228,5460.0,6060.0
6104,2017-08-07 18:19:00+00:00,236,5880.0,5460.0
6107,2017-08-08 09:57:00+00:00,240,5760.0,6000.0
6108,2017-08-08 11:33:00+00:00,229,5880.0,5760.0
6109,2017-08-08 13:11:00+00:00,108,4680.0,5880.0
6110,2017-08-08 14:29:00+00:00,284,6240.0,4680.0
6111,2017-08-08 16:13:00+00:00,113,3960.0,6240.0
6112,2017-08-08 17:19:00+00:00,251,6300.0,3960.0
6115,2017-08-09 09:39:00+00:00,210,6120.0,5760.0
6116,2017-08-09 11:21:00+00:00,224,5640.0,6120.0
6117,2017-08-09 12:55:00+00:00,234,5520.0,5640.0
6118,2017-08-09 14:27:00+00:00,245,6300.0,5520.0
6119,2017-08-09 16:12:00+00:00,219,5880.0,6300.0
6120,2017-08-09 17:50:00+00:00,261,5820.0,5880.0
6124,2017-08-10 12:33:00+00:00,224,6240.0,5580.0
6125,2017-08-10 14:17:00+00:00,227,6780.0,6240.0
6126,2017-08-10 16:10:00+00:00,221,5580.0,6780.0
6127,2017-08-10 17:43:00+00:00,250,5760.0,5580.0
6130,2017-08-11 09:03:00+00:00,220,5640.0,6300.0
6131,2017-08-11 10:37:00+00:00,255,6180.0,5640.0
6132,2017-08-11 12:20:00+00:00,210,4920.0,6180.0
6133,2017-08-11 13:42:00+00:00,243,6360.0,4920.0
6134,2017-08-11 15:28:00+00:00,249,5640.0,6360.0
6135,2017-08-11 17:02:00+00:00,253,5460.0,5640.0
6136,2017-08-11 18:33:00+00:00,232,5340.0,5460.0
6139,2017-08-12 08:35:00+00:00,230,6180.0,4860.0
6140,2017-08-12 10:18:00+00:00,244,5580.0,6180.0
6141,2017-08-12 11:51:00+00:00,252,5580.0,5580.0
6142,2017-08-12 13:24:00+00:00,228,5880.0,5580.0
6143,2017-08-12 15:02:00+00:00,243,5520.0,5880.0
6144,2017-08-12 16:34:00+00:00,244,5640.0,5520.0
6145,2017-08-12 18:08:00+00:00,218,5460.0,5640.0
6148,2017-08-13 08:53:00+00:00,254,5280.0,6240.0
6149,2017-08-13 10:21:00+00:00,126,3840.0,5280.0
6150,2017-08-13 11:25:00+00:00,256,6360.0,3840.0
6151,2017-08-13 13:11:00+00:00,112,3540.0,6360.0
6152,2017-08-13 14:10:00+00:00,259,6540.0,3540.0
6153,2017-08-13 15:59:00+00:00,215,5460.0,6540.0
6154,2017-08-13 17:30:00+00:00,242,6000.0,5460.0
6157,2017-08-14 09:59:00+00:00,220,5280.0,6180.0
6158,2017-08-14 11:27:00+00:00,220,6060.0,5280.0
6159,2017-08-14 13:08:00+00:00,228,5520.0,6060.0
6160,2017-08-14 14:40:00+00:00,232,5580.0,5520.0
6161,2017-08-14 16:13:00+00:00,232,5820.0,5580.0
6162,2017-08-14 17:50:00+00:00,255,6360.0,5820.0
6165,2017-08-15 09:50:00+00:00,238,5580.0,5400.0
6166,2017-08-15 11:23:00+00:00,230,6060.0,5580.0
6167,2017-08-15 13:04:00+00:00,250,5820.0,6060.0
6168,2017-08-15 14:41:00+00:00,236,5700.0,5820.0
6169,2017-08-15 16:16:00+00:00,86,3780.0,5700.0
6170,2017-08-15 17:19:00+00:00,223,6240.0,3780.0
6173,2017-08-16 09:09:00+00:00,201,6240.0,5880.0
6174,2017-08-16 10:53:00+00:00,255,5640.0,6240.0
6175,2017-08-16 12:27:00+00:00,236,5460.0,5640.0
6178,2017-08-16 19:05:00+00:00,237,5340.0,6600.0
6181,2017-08-17 10:23:00+00:00,236,5400.0,5940.0
6182,2017-08-17 11:53:00+00:00,225,6960.0,5400.0
6183,2017-08-17 13:49:00+00:00,286,5760.0,6960.0
6184,2017-08-17 15:25:00+00:00,105,4020.0,5760.0
6185,2017-08-17 16:32:00+00:00,237,6600.0,4020.0
6189,2017-08-18 13:59:00+00:00,125,4020.0,5760.0
6190,2017-08-18 15:06:00+00:00,242,6300.0,4020.0
6191,2017-08-18 16:51:00+00:00,219,5700.0,6300.0
6194,2017-08-19 08:53:00+00:00,253,5880.0,5460.0
6195,2017-08-19 10:31:00+00:00,257,6180.0,5880.0
6196,2017-08-19 12:14:00+00:00,249,5760.0,6180.0
6197,2017-08-19 13:50:00+00:00,115,4200.0,5760.0
6198,2017-08-19 15:00:00+00:00,287,6480.0,4200.0
6199,2017-08-19 16:48:00+00:00,205,6240.0,6480.0
6200,2017-08-19 18:32:00+00:00,253,6360.0,6240.0
6203,2017-08-20 09:24:00+00:00,253,5220.0,6120.0
6204,2017-08-20 10:51:00+00:00,205,5880.0,5220.0
6205,2017-08-20 12:29:00+00:00,224,5580.0,5880.0
6206,2017-08-20 14:02:00+00:00,102,4260.0,5580.0
6207,2017-08-20 15:13:00+00:00,242,5400.0,4260.0
6208,2017-08-20 16:43:00+00:00,195,5400.0,5400.0
6209,2017-08-20 18:13:00+00:00,220,6360.0,5400.0
6212,2017-08-21 08:50:00+00:00,237,5640.0,6000.0
6213,2017-08-21 10:24:00+00:00,217,5760.0,5640.0
6214,2017-08-21 12:00:00+00:00,239,6000.0,5760.0
6215,2017-08-21 13:40:00+00:00,135,3600.0,6000.0
6216,2017-08-21 14:40:00+00:00,245,6540.0,3600.0
6217,2017-08-21 16:29:00+00:00,218,5760.0,6540.0
6218,2017-08-21 18:05:00+00:00,207,5700.0,5760.0
6221,2017-08-22 10:37:00+00:00,254,5640.0,4980.0
6222,2017-08-22 12:11:00+00:00,240,5880.0,5640.0
6223,2017-08-22 13:49:00+00:00,235,5520.0,5880.0
6224,2017-08-22 15:21:00+00:00,220,5760.0,5520.0
6225,2017-08-22 16:57:00+00:00,239,5340.0,5760.0
6226,2017-08-22 18:26:00+00:00,124,4560.0,5340.0
6229,2017-08-23 08:38:00+00:00,221,5700.0,5580.0
6230,2017-08-23 10:13:00+00:00,249,6660.0,5700.0
6231,2017-08-23 12:04:00+00:00,234,6300.0,6660.0
6232,2017-08-23 13:49:00+00:00,238,5760.0,6300.0
6233,2017-08-23 15:25:00+00:00,247,6960.0,5760.0
6234,2017-08-23 17:21:00+00:00,238,6480.0,6960.0
6237,2017-08-24 09:00:00+00:00,220,5220.0,6300.0
6238,2017-08-24 10:27:00+00:00,238,6060.0,5220.0
6239,2017-08-24 12:08:00+00:00,120,4080.0,6060.0
6240,2017-08-24 13:16:00+00:00,247,6120.0,4080.0
6241,2017-08-24 14:58:00+00:00,107,4020.0,6120.0
6242,2017-08-24 16:05:00+00:00,259,6780.0,4020.0
6243,2017-08-24 17:58:00+00:00,213,5400.0,6780.0
6246,2017-08-25 08:27:00+00:00,258,5820.0,5820.0
6247,2017-08-25 10:04:00+00:00,225,5640.0,5820.0
6248,2017-08-25 11:38:00+00:00,252,5760.0,5640.0
6249,2017-08-25 13:14:00+00:00,232,5940.0,5760.0
6250,2017-08-25 14:53:00+00:00,227,5580.0,5940.0
6251,2017-08-25 16:26:00+00:00,250,5520.0,5580.0
6252,2017-08-25 17:58:00+00:00,226,5700.0,5520.0
6255,2017-08-26 09:42:00+00:00,240,5100.0,6180.0
6256,2017-08-26 11:07:00+00:00,226,5700.0,5100.0
6257,2017-08-26 12:42:00+00:00,122,4080.0,5700.0
6258,2017-08-26 13:50:00+00:00,239,5700.0,4080.0
6259,2017-08-26 15:25:00+00:00,109,4380.0,5700.0
6260,2017-08-26 16:38:00+00:00,253,6180.0,4380.0
6261,2017-08-26 18:21:00+00:00,205,5400.0,6180.0
6264,2017-08-27 09:27:00+00:00,261,5940.0,4860.0
6265,2017-08-27 11:06:00+00:00,120,3600.0,5940.0
6266,2017-08-27 12:06:00+00:00,247,6480.0,3600.0
6267,2017-08-27 13:54:00+00:00,215,5220.0,6480.0
6268,2017-08-27 15:21:00+00:00,192,5460.0,5220.0
6269,2017-08-27 16:52:00+00:00,231,5640.0,5460.0
6270,2017-08-27 18:26:00+00:00,213,5220.0,5640.0
6273,2017-08-28 10:03:00+00:00,217,6000.0,5460.0
6274,2017-08-28 11:43:00+00:00,244,5820.0,6000.0
6275,2017-08-28 13:20:00+00:00,191,6000.0,5820.0
6276,2017-08-28 15:00:00+00:00,244,5580.0,6000.0
6277,2017-08-28 16:33:00+00:00,239,6300.0,5580.0
6278,2017-08-28 18:18:00+00:00,209,5520.0,6300.0
6281,2017-08-29 09:47:00+00:00,252,5340.0,4260.0
6282,2017-08-29 11:16:00+00:00,225,5940.0,5340.0
6283,2017-08-29 12:55:00+00:00,233,5520.0,5940.0
6284,2017-08-29 14:27:00+00:00,228,5940.0,5520.0
6285,2017-08-29 16:06:00+00:00,247,5940.0,5940.0
6286,2017-08-29 17:45:00+00:00,215,5820.0,5940.0
6289,2017-08-30 09:50:00+00:00,247,5940.0,6000.0
6290,2017-08-30 11:29:00+00:00,134,3900.0,5940.0
6291,2017-08-30 12:34:00+00:00,255,5280.0,3900.0
6292,2017-08-30 14:02:00+00:00,212,6540.0,5280.0
6293,2017-08-30 15:51:00+00:00,122,3840.0,6540.0
6294,2017-08-30 16:55:00+00:00,273,5580.0,3840.0
6297,2017-08-31 09:42:00+00:00,222,6000.0,3660.0
6298,2017-08-31 11:22:00+00:00,119,4500.0,6000.0
6299,2017-08-31 12:37:00+00:00,260,6600.0,4500.0
6300,2017-08-31 14:27:00+00:00,223,5880.0,6600.0
6301,2017-08-31 16:05:00+00:00,232,6180.0,5880.0
6304,2017-09-01 09:26:00+00:00,227,5520.0,6120.0
6305,2017-09-01 10:58:00+00:00,241,5520.0,5520.0
6306,2017-09-01 12:30:00+00:00,136,5100.0,5520.0
6307,2017-09-01 13:55:00+00:00,223,6300.0,5100.0
6308,2017-09-01 15:40:00+00:00,211,6180.0,6300.0
6309,2017-09-01 17:23:00+00:00,251,5640.0,6180.0
6312,2017-09-02 08:46:00+00:00,111,4920.0,5280.0
6313,2017-09-02 10:08:00+00:00,231,6300.0,4920.0
6314,2017-09-02 11:53:00+00:00,246,5640.0,6300.0
6315,2017-09-02 13:27:00+00:00,204,6600.0,5640.0
6316,2017-09-02 15:17:00+00:00,234,5940.0,6600.0
6317,2017-09-02 16:56:00+00:00,231,6180.0,5940.0
6320,2017-09-03 09:15:00+00:00,230,6300.0,5400.0
6321,2017-09-03 11:00:00+00:00,213,5760.0,6300.0
6322,2017-09-03 12:36:00+00:00,250,5940.0,5760.0
6323,2017-09-03 14:15:00+00:00,240,5640.0,5940.0
6324,2017-09-03 15:49:00+00:00,242,5400.0,5640.0
6325,2017-09-03 17:19:00+00:00,230,6300.0,5400.0
6328,2017-09-04 09:54:00+00:00,223,6660.0,6120.0
6329,2017-09-04 11:45:00+00:00,254,5580.0,6660.0
6330,2017-09-04 13:18:00+00:00,222,6780.0,5580.0
6331,2017-09-04 15:11:00+00:00,206,5760.0,6780.0
6332,2017-09-04 16:47:00+00:00,121,4020.0,5760.0
6333,2017-09-04 17:54:00+00:00,260,6180.0,4020.0
6336,2017-09-05 10:00:00+00:00,230,5580.0,5880.0
6337,2017-09-05 11:33:00+00:00,209,7080.0,5580.0
6338,2017-09-05 13:31:00+00:00,270,5340.0,7080.0
6339,2017-09-05 15:00:00+00:00,200,6660.0,5340.0
6340,2017-09-05 16:51:00+00:00,225,5640.0,6660.0
6341,2017-09-05 18:25:00+00:00,241,5760.0,5640.0
6344,2017-09-06 09:54:00+00:00,214,6180.0,5760.0
6345,2017-09-06 11:37:00+00:00,223,5400.0,6180.0
6346,2017-09-06 13:07:00+00:00,224,5760.0,5400.0
6347,2017-09-06 14:43:00+00:00,232,6000.0,5760.0
6348,2017-09-06 16:23:00+00:00,239,6060.0,6000.0
6351,2017-09-07 09:55:00+00:00,225,5940.0,5160.0
6352,2017-09-07 11:34:00+00:00,121,3600.0,5940.0
6353,2017-09-07 12:34:00+00:00,281,5880.0,3600.0
6354,2017-09-07 14:12:00+00:00,191,5820.0,5880.0
6355,2017-09-07 15:49:00+00:00,223,6000.0,5820.0
6356,2017-09-07 17:29:00+00:00,236,5280.0,6000.0
6359,2017-09-08 09:34:00+00:00,214,5640.0,5940.0
6360,2017-09-08 11:08:00+00:00,220,5520.0,5640.0
6361,2017-09-08 12:40:00+00:00,205,5880.0,5520.0
6362,2017-09-08 14:18:00+00:00,249,5040.0,5880.0
6363,2017-09-08 15:42:00+00:00,251,6060.0,5040.0
6364,2017-09-08 17:23:00+00:00,235,7020.0,6060.0
6367,2017-09-09 09:41:00+00:00,243,5760.0,5280.0
6368,2017-09-09 11:17:00+00:00,231,5640.0,5760.0
6369,2017-09-09 12:51:00+00:00,238,5820.0,5640.0
6370,2017-09-09 14:28:00+00:00,224,5640.0,5820.0
6371,2017-09-09 16:02:00+00:00,245,5640.0,5640.0
6372,2017-09-09 17:36:00+00:00,245,6360.0,5640.0
6375,2017-09-10 11:00:00+00:00,230,5940.0,5460.0
6376,2017-09-10 12:39:00+00:00,219,6120.0,5940.0
6377,2017-09-10 14:21:00+00:00,237,5880.0,6120.0
6378,2017-09-10 15:59:00+00:00,220,6060.0,5880.0
6381,2017-09-11 09:43:00+00:00,226,5820.0,6120.0
6382,2017-09-11 11:20:00+00:00,234,5520.0,5820.0
6383,2017-09-11 12:52:00+00:00,203,5880.0,5520.0
6384,2017-09-11 14:30:00+00:00,205,5280.0,5880.0
6385,2017-09-11 15:58:00+00:00,145,4320.0,5280.0
6386,2017-09-11 17:10:00+00:00,265,6360.0,4320.0
6389,2017-09-12 09:24:00+00:00,110,3900.0,6120.0
6390,2017-09-12 10:29:00+00:00,219,5760.0,3900.0
6391,2017-09-12 12:05:00+00:00,243,6840.0,5760.0
6392,2017-09-12 13:59:00+00:00,204,4980.0,6840.0
6393,2017-09-12 15:22:00+00:00,237,6600.0,4980.0
6394,2017-09-12 17:12:00+00:00,232,5460.0,6600.0
6397,2017-09-13 09:53:00+00:00,234,6240.0,5880.0
6398,2017-09-13 11:37:00+00:00,214,5640.0,6240.0
6399,2017-09-13 13:11:00+00:00,225,6120.0,5640.0
6400,2017-09-13 14:53:00+00:00,214,6000.0,6120.0
6401,2017-09-13 16:33:00+00:00,228,6420.0,6000.0
6404,2017-09-14 11:25:00+00:00,243,6000.0,5880.0
6405,2017-09-14 13:05:00+00:00,223,5700.0,6000.0
6406,2017-09-14 14:40:00+00:00,221,5700.0,5700.0
6407,2017-09-14 16:15:00+00:00,238,5940.0,5700.0
6408,2017-09-14 17:54:00+00:00,113,3480.0,5940.0
6411,2017-09-15 10:23:00+00:00,242,5220.0,6960.0
6412,2017-09-15 11:50:00+00:00,222,5340.0,5220.0
6413,2017-09-15 13:19:00+00:00,210,6060.0,5340.0
6414,2017-09-15 15:00:00+00:00,242,5760.0,6060.0
6415,2017-09-15 16:36:00+00:00,244,5280.0,5760.0
6416,2017-09-15 18:04:00+00:00,224,5820.0,5280.0
6419,2017-09-16 09:58:00+00:00,231,6240.0,4680.0
6420,2017-09-16 11:42:00+00:00,238,6420.0,6240.0
6421,2017-09-16 13:29:00+00:00,251,5700.0,6420.0
6422,2017-09-16 15:04:00+00:00,240,6300.0,5700.0
6423,2017-09-16 16:49:00+00:00,229,5160.0,6300.0
6424,2017-09-16 18:15:00+00:00,117,3960.0,5160.0
6427,2017-09-17 09:40:00+00:00,98,4320.0,5760.0
6428,2017-09-17 10:52:00+00:00,242,6000.0,4320.0
6429,2017-09-17 12:32:00+00:00,115,4320.0,6000.0
6430,2017-09-17 13:44:00+00:00,227,6060.0,4320.0
6431,2017-09-17 15:25:00+00:00,124,3780.0,6060.0
6432,2017-09-17 16:28:00+00:00,268,6900.0,3780.0
6435,2017-09-18 09:37:00+00:00,255,6360.0,4080.0
6436,2017-09-18 11:23:00+00:00,248,6240.0,6360.0
6439,2017-09-18 17:58:00+00:00,135,4020.0,5880.0
6442,2017-09-19 09:04:00+00:00,260,5700.0,4080.0
6443,2017-09-19 10:39:00+00:00,95,4440.0,5700.0
6444,2017-09-19 11:53:00+00:00,240,6960.0,4440.0
6445,2017-09-19 13:49:00+00:00,222,5520.0,6960.0
6446,2017-09-19 15:21:00+00:00,255,5460.0,5520.0
6447,2017-09-19 16:52:00+00:00,216,5700.0,5460.0
6450,2017-09-20 09:00:00+00:00,237,5460.0,3900.0
6453,2017-09-20 15:23:00+00:00,249,5760.0,6120.0
6454,2017-09-20 16:59:00+00:00,232,4800.0,5760.0
6455,2017-09-20 18:19:00+00:00,127,5760.0,4800.0
6458,2017-09-21 09:37:00+00:00,87,3540.0,5520.0
6459,2017-09-21 10:36:00+00:00,238,6060.0,3540.0
6460,2017-09-21 12:17:00+00:00,244,5880.0,6060.0
6461,2017-09-21 13:55:00+00:00,268,6180.0,5880.0
6462,2017-09-21 15:38:00+00:00,114,4080.0,6180.0
6463,2017-09-21 16:46:00+00:00,279,5880.0,4080.0
6468,2017-09-22 16:27:00+00:00,228,5820.0,5820.0
6469,2017-09-22 18:04:00+00:00,227,5700.0,5820.0
6472,2017-09-23 11:07:00+00:00,253,6360.0,4080.0
6473,2017-09-23 12:53:00+00:00,218,5940.0,6360.0
6474,2017-09-23 14:32:00+00:00,266,5880.0,5940.0
6475,2017-09-23 16:10:00+00:00,226,5880.0,5880.0
6476,2017-09-23 17:48:00+00:00,129,4080.0,5880.0
6479,2017-09-24 10:51:00+00:00,224,5100.0,5940.0
6480,2017-09-24 12:16:00+00:00,207,5880.0,5100.0
6481,2017-09-24 13:54:00+00:00,237,5340.0,5880.0
6482,2017-09-24 15:23:00+00:00,112,3960.0,5340.0
6483,2017-09-24 16:29:00+00:00,230,6120.0,3960.0
6484,2017-09-24 18:11:00+00:00,209,5640.0,6120.0
6487,2017-09-25 09:36:00+00:00,225,5820.0,4560.0
6488,2017-09-25 11:13:00+00:00,204,5580.0,5820.0
6489,2017-09-25 12:46:00+00:00,231,5940.0,5580.0
6490,2017-09-25 14:25:00+00:00,208,5700.0,5940.0
6491,2017-09-25 16:00:00+00:00,216,5580.0,5700.0
6492,2017-09-25 17:33:00+00:00,247,6300.0,5580.0
6495,2017-09-26 09:26:00+00:00,264,5640.0,6540.0
6496,2017-09-26 11:00:00+00:00,94,3900.0,5640.0
6497,2017-09-26 12:05:00+00:00,256,6480.0,3900.0
6498,2017-09-26 13:53:00+00:00,211,5640.0,6480.0
6499,2017-09-26 15:27:00+00:00,232,5580.0,5640.0
6500,2017-09-26 17:00:00+00:00,203,5040.0,5580.0
6505,2017-09-27 12:04:00+00:00,240,5940.0,3120.0
6508,2017-09-27 17:32:00+00:00,210,6240.0,3420.0
6511,2017-09-28 08:53:00+00:00,246,5580.0,6120.0
6512,2017-09-28 10:26:00+00:00,99,4080.0,5580.0
6513,2017-09-28 11:34:00+00:00,214,5400.0,4080.0
6514,2017-09-28 13:04:00+00:00,248,6060.0,5400.0
6515,2017-09-28 14:45:00+00:00,129,5220.0,6060.0
6516,2017-09-28 16:12:00+00:00,259,5580.0,5220.0
6517,2017-09-28 17:45:00+00:00,249,6060.0,5580.0
6520,2017-09-29 11:52:00+00:00,244,5760.0,5460.0
6521,2017-09-29 13:28:00+00:00,205,5880.0,5760.0
6522,2017-09-29 15:06:00+00:00,126,4320.0,5880.0
6523,2017-09-29 16:18:00+00:00,234,5940.0,4320.0
6524,2017-09-29 17:57:00+00:00,254,5400.0,5940.0
6527,2017-09-30 09:48:00+00:00,234,6720.0,5580.0
6528,2017-09-30 11:40:00+00:00,233,4620.0,6720.0
6529,2017-09-30 12:57:00+00:00,238,6120.0,4620.0
6530,2017-09-30 14:39:00+00:00,222,5580.0,6120.0
6531,2017-09-30 16:12:00+00:00,109,3780.0,5580.0
6532,2017-09-30 17:15:00+00:00,264,7080.0,3780.0
6535,2017-10-01 11:42:00+00:00,240,6000.0,4440.0
6536,2017-10-01 13:22:00+00:00,222,5640.0,6000.0
6537,2017-10-01 14:56:00+00:00,255,5640.0,5640.0
6540,2017-10-02 09:40:00+00:00,247,5640.0,5580.0
6541,2017-10-02 11:14:00+00:00,246,6180.0,5640.0
6542,2017-10-02 12:57:00+00:00,209,6360.0,6180.0
6543,2017-10-02 14:43:00+00:00,250,5520.0,6360.0
6546,2017-10-03 10:50:00+00:00,252,5400.0,5820.0
6547,2017-10-03 12:20:00+00:00,117,4020.0,5400.0
6548,2017-10-03 13:27:00+00:00,254,5880.0,4020.0
6549,2017-10-03 15:05:00+00:00,237,6360.0,5880.0
6552,2017-10-04 09:34:00+00:00,116,4200.0,5580.0
6553,2017-10-04 10:44:00+00:00,246,6240.0,4200.0
6554,2017-10-04 12:28:00+00:00,124,3540.0,6240.0
6555,2017-10-04 13:27:00+00:00,272,7080.0,3540.0
6556,2017-10-04 15:25:00+00:00,135,4140.0,7080.0
6559,2017-10-05 09:56:00+00:00,124,3960.0,6120.0
6560,2017-10-05 11:02:00+00:00,256,6000.0,3960.0
6561,2017-10-05 12:42:00+00:00,126,4080.0,6000.0
6562,2017-10-05 13:50:00+00:00,259,6000.0,4080.0
6563,2017-10-05 15:30:00+00:00,128,4260.0,6000.0
6566,2017-10-06 10:52:00+00:00,255,6000.0,4380.0
6567,2017-10-06 12:32:00+00:00,242,4980.0,6000.0
